Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
625,4,0.3715,2.229,53.95,0.03473,0.903035,"P21145 Q9Y4D2 P22794 Q6UXU4"
626,5,0.3191,3.191,85.01,0.03250,0.996692,"Q9H1M4 P30273 Q8TBE7 Q09470 Q9Y5U9"
627,4,0.3444,2.067,58.52,0.03013,0.992931,"P63027 Q8N4C7 Q9H1P3 Q5T0T0"
628,4,0.3253,1.952,21.50,0.06205,0.992931,"P48509 Q96HH9 Q96SJ8 Q8IYS0"
629,4,0.3502,2.101,66.64,0.02738,0.969699,"Q53FD0 Q9BSW2 Q9NQX3 Q5FYA8"
630,5,0.3107,3.107,68.13,0.03824,0.996692,"Q3LI70 O94900 Q96MA1 Q9NQ32 A8MUP2"
631,4,0.3258,1.955,54.97,0.03011,0.992931,"Q8N5A5 Q86UD4 Q9Y657 Q56A73"
632,12,0.3126,20.63,64.02,0.1899,0.708320,"P28715 P19447 Q6P1K8 P50613 P51948 P18074 Q6ZYL4 P32780 Q92759 Q13889 Q13888 Q6NXS1"
633,4,0.3143,1.886,57.58,0.02795,0.992931,"Q562F6 Q6UXU6 Q9UMF0 P57768"
634,3,0.6963,2.089,4.577,0.1649,0.808633,"Q5TYW2 Q5SQ80 Q4UJ75"
635,13,0.2084,16.25,160.4,0.08022,0.959385,"Q969H0 Q8N141 Q9UK99 Q96EF6 Q13616 Q9UKT8 P62877 Q9Y4X5 Q6P3S6 Q5XUX0 Q6PI47 Q9H469 Q8TD90"
636,4,0.3117,1.870,50.94,0.03076,0.992931,"Q6NUQ4 Q15399 Q96NG3 Q9BXR5"
637,13,0.3004,23.43,205.5,0.09192,0.996170,"Q7Z5K2 Q8N3U4 Q9NTI5 Q92995 Q9UQE7 Q96FF9 Q14683 O60216 O00635 O95072 Q5VST9 Q8WVM7 Q8NDV3"
638,24,0.3452,95.26,200.8,0.2769,0.306716,"Q96ST3 Q9HAJ7 O15417 Q5PSV4 Q9BW11 Q4LE39 Q9H0E3 P61244 Q9H7L9 Q9BUL5 Q9HCU9 Q9NP50 Q9H160 P29374 O75182 O75446 Q9P281 Q9UK53 Q99583 Q05195 Q9GZN2 Q6ZNC4 Q8IUE1 Q14582"
639,7,0.3101,6.513,79.92,0.06485,0.979543,"O95714 Q96JN8 Q9Y5T5 Q96LW4 Q5FWF5 Q8IXS2 Q9HAE3"
640,5,0.3013,3.013,104.0,0.02574,0.996692,"Q9Y3E5 O60602 Q53EU6 Q8IWB9 Q9H2J7"
641,3,0.4506,1.352,11.48,0.07180,0.985452,"Q5J5C9 Q6UX15 O43934"
642,4,0.3105,1.863,50.66,0.03078,0.992931,"O14735 O60669 Q9BVC3 P0CG13"
643,5,0.3032,3.032,60.10,0.04145,0.981643,"Q8IUC2 Q99954 O95935 Q16613 P52952"
644,5,0.3245,3.245,81.80,0.03414,0.996692,"Q7Z4V5 O75475 P51858 Q9UIF8 Q9Y3E1"
645,9,0.3097,11.15,110.9,0.07962,0.982965,"Q9H2C0 Q16352 P07196 P02533 Q9H7C4 Q96G01 Q9C075 P02144 Q8IZL2"
646,4,0.3471,2.082,31.82,0.04969,0.992931,"Q969K7 Q96SA4 P51172 Q9BQT9"
647,4,0.3168,1.901,33.20,0.04410,0.843839,"Q07002 Q96MA6 P22748 Q8NA56"
648,5,0.3035,3.035,33.96,0.06459,0.989214,"P52952 Q8WUP2 Q8N568 Q155Q3 Q8N5W9"
649,4,0.3223,1.934,56.15,0.02926,0.992931,"Q00325 Q9P2K5 Q9UJZ1 Q6NWY9"
650,4,0.3264,1.959,24.29,0.05719,0.992931,"P06454 O00193 Q9NX55 P82970"
651,4,0.3192,1.915,53.11,0.03039,0.992931,"Q8TCT0 P19883 Q8WVF1 Q6IC83"
652,4,0.3369,2.022,51.32,0.03296,0.903035,"Q6ZMG9 Q8IZP9 Q9ULV1 Q9NQS5"
653,11,0.3081,16.95,167.4,0.08211,0.999882,"O14678 Q16281 Q9P2E8 O60403 O60266 Q9UIX4 Q9BRB3 Q9Y5W7 Q9NP78 Q5T197 Q9NR96"
654,5,0.3016,3.016,69.86,0.03639,0.981643,"P60953 Q86VI3 P60660 P12829 P05976"
655,4,0.3001,1.801,59.15,0.02611,0.992931,"Q8TD26 Q8NDF8 Q01844 Q6ZVK8"
656,6,0.3005,4.508,65.28,0.05512,0.977336,"P01877 Q96L92 Q9BQ65 Q9UFH2 P55851 Q8J025"
657,12,0.3096,20.43,165.8,0.09719,0.998527,"P06028 Q9ULX7 P35070 Q14232 P49770 Q13144 Q99571 P32249 Q9NR50 Q9UI10 Q96NY8 Q9H1Y3"
658,6,0.3205,4.808,26.26,0.1116,0.935897,"P15927 Q00059 P27694 P35244 Q86UA6 Q13156"
659,4,0.3501,2.101,51.61,0.03404,0.984809,"P60371 Q96JC4 P19544 Q13875"
660,4,0.3173,1.904,52.49,0.03052,0.992931,"Q02410 P52952 Q12986 O14618"
661,11,0.3055,16.80,196.0,0.07158,0.999001,"Q5MIZ7 P0DMV0 P0DMU8 P0DMU7 Q6IN85 P60510 Q9Y570 Q15257 Q9NY27 Q96RY5 Q9NZK7"
662,4,0.3366,2.019,55.67,0.03074,0.992931,"Q9P0T4 O14508 Q8WUH1 Q53FT3"
663,13,0.3001,23.41,198.0,0.09459,0.999485,"O14979 P35637 P52272 P55795 P22626 P51991 Q92804 Q8IXT5 O15523 P31942 Q13151 Q02080 Q14814"
664,10,0.3158,14.21,126.6,0.08835,0.992990,"Q9Y678 P78508 P53618 P53621 Q9UBF2 P48444 O14579 P35606 P61923 Q9P299"
665,4,0.3474,2.084,59.59,0.02991,0.992931,"Q9UPP1 Q9P258 Q92547 Q8N884"
666,4,0.3380,2.028,13.49,0.08623,0.557725,"Q9UN79 P35711 P35712 O00570"
667,3,0.3425,1.028,7.168,0.07238,0.985452,"Q7Z5L4 Q15382 Q86V25"
668,6,0.3104,4.656,90.79,0.04333,0.967224,"Q15155 O60895 Q5FWF4 A8MPP1 Q8NHX9 Q96JX3"
669,7,0.3053,6.411,79.73,0.06402,0.999299,"O95433 P22314 P49327 P11310 Q06210 O94808 Q86TU7"
670,8,0.3008,8.422,67.90,0.09122,0.979716,"Q9H0K4 P12883 P11055 Q04726 Q15475 Q9Y623 O75112 Q9NR71"
671,4,0.3126,1.876,32.90,0.04385,0.943824,"Q9H1M0 Q5T1M5 O43151 Q6N021"
672,4,0.3704,2.223,20.33,0.07274,0.969699,"P48509 Q8N7C0 Q96SJ8 Q9H209"
673,4,0.3589,2.153,51.21,0.03509,0.984809,"Q969F0 O75425 Q8N128 P25024"
674,9,0.3144,11.32,272.9,0.03744,0.999853,"O14653 P02808 Q9UHX3 Q8NHS1 Q969S6 Q6N075 P62952 Q7Z5P4 Q3KNW5"
675,11,0.2807,15.44,53.09,0.1706,0.942483,"Q9BW83 Q9H7X7 Q86WT1 Q9NQC8 Q9Y366 Q13099 Q9Y547 Q8TDR0 Q9P2H3 A0AVF1 Q8N4P2"
676,4,0.3035,1.821,42.21,0.03500,0.969699,"Q9UI95 O75531 Q5VT40 O60673"
677,4,0.3557,2.134,14.94,0.08510,0.903035,"Q9UK23 P23945 Q9H461 P61803"
678,4,0.4344,2.606,9.059,0.1325,0.943824,"Q16236 O15525 O60675 Q9Y4A8"
679,5,0.3435,3.435,24.93,0.08953,0.969949,"Q14210 Q8IZK6 Q9UHJ6 Q9GZU1 Q9H4B0"
680,5,0.3048,3.048,35.31,0.06303,0.993907,"P19075 O14683 Q96MH6 Q5W0Z9 Q3SY17"
681,4,0.3521,2.113,13.73,0.08861,0.943824,"Q8WW12 P61366 Q9H098 Q5H9S7"
682,4,0.3115,1.869,41.77,0.03619,0.969699,"Q9Y385 Q9HBJ8 Q96DS6 Q8NFJ6"
683,4,0.3326,1.995,32.89,0.04653,0.943824,"Q92917 Q9P291 P46439 Q96M32"
684,6,0.3091,4.636,87.35,0.04458,0.998474,"Q9NVR5 O15075 Q7Z6J8 Q9Y316 Q6PGQ7 Q8WX39"
685,5,0.3024,3.024,63.80,0.03936,0.993907,"Q6ZN54 O95789 Q8TBR4 Q8NDZ0 Q8NFP7"
686,15,0.3045,31.97,273.1,0.09543,0.996492,"Q8N9Q2 Q9BU76 Q8N9E0 Q96MF2 Q5HYN5 O75400 Q6ZUT1 Q9UK58 Q2KHN1 P0DMU9 Q9H190 Q99877 Q66PJ3 Q5M9Q1 Q9NPI7"
687,36,0.3103,195.5,584.8,0.2294,0.796102,"Q9Y4A5 Q15014 Q9UBU8 Q6ZRS2 Q9NPF5 Q15906 Q9GZN1 O95619 O43257 Q9H0E9 P41229 Q6PIV2 Q92993 Q9NV56 Q9HAF1 Q96L91 P0C0S5 O94805 Q9Y230 Q8WYH8 Q96A08 Q8N257 P12524 Q9NXR8 Q6PJQ5 Q9Y265 Q52LR7 O96019 Q05BQ5 Q8WYB5 Q9HBJ0 Q86VZ6 Q9H2F5 O14994 Q6ZTU2 Q99880"
688,14,0.2934,26.70,130.2,0.1444,0.999987,"Q3SY84 P04264 P48668 P19013 Q14CN4 P04259 Q5XKE5 P13647 P02538 Q2M2I5 P13646 Q7Z3Y9 Q7Z3Z0 Q7Z3Y7"
689,9,0.3043,10.95,117.8,0.07463,0.997641,"Q14738 Q9BWN1 Q15172 Q13362 P56704 P30154 Q5FBB7 Q16537 Q8N2R8"
690,4,0.3217,1.930,62.54,0.02663,0.992931,"Q96AC1 Q9BQL6 Q5TCQ9 P00740"
691,3,0.4161,1.248,10.64,0.06980,0.985452,"Q13614 Q86WG5 Q9C0I1"
692,4,0.3116,1.870,45.78,0.03360,0.903035,"P04920 A6NKK0 Q9Y2T5 Q06055"
693,32,0.2857,141.7,586.8,0.1788,0.947166,"P62306 Q7L2J0 O94906 P62318 P62316 P62304 P62314 Q9Y4Y9 O43395 Q15020 P62308 Q9UK45 O43172 Q9H6E5 Q9P0M2 O43687 P63162 P54105 Q9Y333 P62310 O75554 O15116 P62312 Q9NWZ8 Q86UT8 Q9Y4Z0 Q6IEG0 O95777 Q96DC7 Q8IYT2 Q8WW38 Q969L4"
694,4,0.3104,1.862,47.77,0.03231,0.943824,"Q19T08 P35610 Q69YW2 Q8IWA5"
695,5,0.3471,3.471,55.76,0.05014,0.989214,"Q9BU02 P36776 O76031 Q96CU9 O75648"
696,4,0.3176,1.906,44.61,0.03496,0.992931,"Q96AW1 O43914 Q92538 Q15070"
697,6,0.3023,4.534,62.59,0.05730,0.851023,"P05154 O43149 Q5T447 O00515 O15123 O14905"
698,4,0.3461,2.077,60.27,0.02952,0.992931,"Q5BJH2 P78508 O15162 Q9H741"
699,11,0.3101,17.05,38.13,0.2210,0.106082,"P05013 P01570 P01562 P01568 Q6ZT12 P05161 P05014 P01569 P01566 P01567 Q9HCN2"
700,4,0.3156,1.893,18.20,0.06740,0.984809,"O43615 Q0VAM2 P02452 Q9UJU5"
701,4,0.3058,1.835,32.30,0.04355,0.992931,"O00463 Q4G0X9 Q8NFZ5 P50453"
702,9,0.3033,10.92,107.2,0.08023,0.993291,"Q9H3P2 Q8IXH7 Q09161 P52298 P18615 Q8WX92 P08651 Q92904 Q86Y38"
703,4,0.3130,1.878,36.96,0.04010,0.984809,"Q92569 O00329 Q8N998 Q99592"
704,5,0.3080,3.080,66.82,0.03855,0.996692,"Q8ND83 P55771 P55210 Q12774 O75679"
705,6,0.3160,4.739,100.7,0.04036,0.998474,"Q6PEW1 Q5VWN6 Q9NVL8 Q86UV7 Q8ND90 Q6X4W1"
706,4,0.3321,1.993,47.53,0.03464,0.992931,"Q8NCY6 Q5TZA2 Q15311 O76038"
707,4,0.3247,1.948,50.80,0.03207,0.984809,"Q13438 P34820 Q9UKZ9 Q8TE56"
708,5,0.3452,3.452,25.15,0.08944,0.981643,"Q12974 O43292 P04216 Q93070 Q92643"
709,4,0.3295,1.977,44.09,0.03657,0.969699,"Q96KV6 Q9Y394 Q5T2D2 Q9Y6C5"
710,3,0.4903,1.471,4.749,0.1204,0.959572,"Q6ZSC3 Q8TDB6 Q8IXQ6"
711,5,0.3221,3.221,64.41,0.04149,0.981643,"A0PK05 Q9H0Q3 Q6ZUX7 Q9HA82 Q8NCL9"
712,4,0.3279,1.967,39.56,0.03973,0.903035,"Q9GZX9 Q9NZD1 Q86W50 Q9H2W1"
713,4,0.3495,2.097,52.86,0.03331,0.992931,"Q6NT76 A6NP61 Q93073 A6QL64"
714,27,0.2698,94.70,212.5,0.2622,0.289927,"Q969J2 Q9BRR0 Q9NX65 Q8N0Y2 Q9NWS9 Q8NBB4 Q9Y5A6 P10073 Q8TF39 P17028 Q9H4T2 O14771 Q96IT1 P17040 Q8IWY8 P57086 Q15697 Q9UNY5 Q8NF99 Q3MJ62 Q8TBC5 Q96JS3 Q96N95 Q9P0L1 P17022 P17029 Q86W11"
715,5,0.3049,3.049,39.45,0.05809,0.582982,"Q2TAL8 Q14938 Q8TC94 H3BRN8 O14926"
716,4,0.3142,1.885,37.78,0.03955,0.992931,"Q96MY7 Q2TAA8 Q9BXU0 Q8IWF9"
717,4,0.3105,1.863,39.56,0.03769,0.984809,"Q9Y2Z0 Q8TCA0 Q96DD0 Q9Y546"
718,7,0.3072,6.452,26.53,0.1373,0.899332,"P08887 Q8TEA7 Q6ZMI0 O95825 Q9NQ89 Q9HCM2 Q8N1V2"
719,6,0.3318,4.976,71.62,0.05617,0.885117,"O00151 P16949 P04792 Q16790 Q9H910 P21291"
720,7,0.3206,6.732,107.2,0.05261,0.998353,"Q9Y4A9 Q6DKI2 Q9UP95 O15439 Q9UHW9 Q5TZ20 Q8NGN2"
721,4,0.3496,2.098,59.68,0.03006,0.992931,"Q9H816 Q9NXV6 Q15554 Q8WUX2"
722,4,0.3403,2.042,57.83,0.03008,0.992931,"Q86Y30 Q9UF33 Q96T91 Q6P9A2"
723,4,0.3108,1.865,13.33,0.08038,0.903035,"Q8IZS8 P02649 P08254 P02748"
724,6,0.3216,4.824,113.0,0.03715,0.998474,"Q29RF7 P06028 Q9NTI5 P16157 Q7Z7M8 O14863"
725,4,0.3289,1.973,18.21,0.07002,0.992931,"Q8N3C7 P43365 Q9NPC8 Q99502"
726,4,0.3326,1.996,51.53,0.03243,0.992931,"Q6P9G9 Q96A72 P17023 Q9HBF4"
727,16,0.2902,34.82,138.4,0.1697,0.960159,"P38936 Q00535 Q00526 O95067 P30281 P50613 P22674 P46527 P24864 P33552 O96020 O94921 P49918 Q5MJ70 P24385 P30279"
728,3,0.4910,1.473,13.72,0.06951,0.985452,"Q9BV99 Q8NB25 Q9NZQ0"
729,4,0.3283,1.970,71.01,0.02432,0.992931,"Q5JTW2 P33151 Q9Y4P3 O75311"
730,30,0.2701,117.5,338.6,0.2276,0.940591,"Q13619 Q9H0C5 Q9BX70 Q16531 Q53RE8 Q9NZJ0 P61201 Q13098 Q9H9Q2 Q9BT78 Q92905 Q8WXC6 Q8WV16 Q13620 Q92466 Q8N1E6 Q9UBW8 P0C7V8 P61081 Q7L5N1 Q8TEB1 Q96L50 Q99627 Q9UNS2 Q9UKA1 O43583 O95704 Q7L5Y6 Q13216 Q3SXM0"
731,8,0.3111,8.712,153.5,0.04890,0.996297,"P30926 Q9UHQ9 Q9NQ11 Q9Y5F7 Q8TDD5 Q86XS8 Q9Y6U7 Q96S06"
732,4,0.3188,1.913,33.65,0.04390,0.764757,"Q9ULI3 P47929 Q14894 P98161"
733,4,0.3673,2.204,52.15,0.03535,0.992931,"Q9NW97 Q14CN2 P60059 Q9BUV8"
734,7,0.3140,6.594,107.8,0.05136,0.998917,"Q9BSH3 Q96A09 Q16633 A8MTA8 Q96SF7 Q96F45 O95947"
735,5,0.3002,3.002,46.00,0.05087,0.952654,"Q9UBQ6 Q92478 O43306 O75907 Q16478"
736,4,0.3132,1.879,64.30,0.02533,0.992931,"A0PJX0 Q96C00 Q6ZWI9 Q3SYB3"
737,6,0.3005,4.507,79.54,0.04693,0.851023,"Q9UBE0 P54253 O43186 P41225 Q96NZ1 P56693"
738,4,0.3251,1.951,56.26,0.02946,0.992931,"Q6P5W5 Q9H228 O94991 Q86YC3"
739,5,0.3005,3.005,38.82,0.05798,0.981643,"Q3LI59 O94900 Q96MA1 P23769 Q13588"
740,3,0.3708,1.112,7.601,0.07561,0.959572,"Q96LZ3 Q9Y2K2 P57059"
741,4,0.3306,1.984,57.96,0.02920,0.903035,"A3KN83 Q5T4S7 Q9NUJ1 Q96FA7"
742,4,0.3220,1.932,54.82,0.02984,0.903035,"Q9H7E2 O43143 Q9NXZ2 Q86TM3"
743,6,0.3288,4.931,70.62,0.05633,0.984681,"Q5M9N0 Q9H0A9 P61970 Q9UIL8 Q8NCX0 Q6NTE8"
744,5,0.3298,3.298,52.77,0.04992,0.981643,"A0PK11 Q9P244 Q86W34 Q0P6H9 Q16627"
745,9,0.3323,11.96,132.9,0.07346,0.997641,"Q9H4L4 P0C5Y9 Q9NXF1 Q9Y4W2 Q5SY16 Q96BT1 O14836 Q9BV38 Q8IZL8"
746,5,0.3096,3.096,78.37,0.03385,0.996692,"Q6ZN55 Q5JTD7 A2VCK2 O43422 Q1XH10"
747,5,0.3112,3.112,74.65,0.03546,0.996692,"P61758 Q9H609 Q92560 O95881 P05230"
748,7,0.3205,6.730,26.63,0.1421,0.695360,"Q9BSD3 O60921 Q9NQ25 O43829 O60671 Q8NHY5 Q99638"
749,5,0.3157,3.157,54.82,0.04644,0.996692,"O75376 Q13011 Q5FBB7 Q7Z406 Q8WYB5"
750,3,0.4174,1.252,8.232,0.08087,0.985452,"P59536 Q14353 Q969Q5"
751,6,0.3117,4.675,109.5,0.03706,0.995880,"P19338 P63272 Q8TBY0 P55209 Q8IV32 O60841"
752,4,0.3365,2.019,22.70,0.06171,0.969699,"Q9UI14 Q3KP22 Q9Y5W9 Q9Y5X0"
753,6,0.3219,4.829,93.52,0.04376,0.989880,"Q9UNG2 Q06136 P26572 Q9H1B5 Q9BS40 Q5BJH7"
754,10,0.3084,13.88,170.4,0.06794,0.999616,"P35609 P09493 P67936 P06753 P07951 Q9UKX2 O43707 P12814 O96000 P12277"
755,4,0.3340,2.004,21.47,0.06366,0.903035,"Q96CV9 Q8N6M9 Q9NWF9 P55042"
756,5,0.3265,3.265,47.84,0.05343,0.996692,"P40425 P55347 Q5TAB7 Q8TDH9 O15266"
757,4,0.3006,1.804,41.07,0.03545,0.969699,"Q24JP5 Q9BYB4 Q9Y6Q9 Q9UIF3"
758,7,0.3287,6.903,67.14,0.07840,0.994698,"Q9GZZ1 Q9BXJ9 Q86TB3 Q53H47 Q6N069 Q9NX55 Q8IV48"
759,4,0.3469,2.081,10.68,0.1002,0.903035,"O95825 Q13572 Q9HCM2 Q8N1V2"
760,3,0.4337,1.301,7.328,0.08894,0.808633,"Q8N2Z9 A8MT69 Q9BTP7"
761,4,0.3090,1.854,62.04,0.02579,0.992931,"Q9BQB6 O14894 Q9UQ90 Q15118"
762,3,0.3638,1.091,8.110,0.07180,0.985452,"Q9UKJ1 Q96KN1 P06132"
763,5,0.6006,6.006,28.57,0.1347,0.798302,"Q15404 Q13418 Q9NVD7 Q9HBI1 Q15063"
764,4,0.3267,1.960,41.22,0.03830,0.992931,"Q9H4L5 Q15173 Q76NI1 Q9BZF2"
765,7,0.3277,6.881,66.88,0.07840,0.985079,"O00763 P49841 O60296 P49840 Q13887 O75474 Q92837"
766,4,0.3425,2.055,23.40,0.06142,0.992931,"Q8WTT0 Q9NVE7 P68363 Q92994"
767,8,0.3140,8.792,138.2,0.05394,0.996297,"Q05519 P63272 Q16629 P62995 P49759 O15371 Q13242 Q2TAM9"
768,4,0.3667,2.200,17.94,0.07817,0.969699,"O00626 Q99611 Q86TP1 O75164"
769,4,0.3206,1.924,46.68,0.03398,0.992931,"O15397 Q9UHL9 Q96SR6 P17097"
770,6,0.3206,4.809,89.73,0.04514,0.977336,"Q9H4P4 Q9Y4B5 O94964 Q8IVC4 Q15172 P17031"
771,4,0.3001,1.801,54.56,0.02798,0.992931,"Q7KZI7 O43488 Q9Y2M0 Q6ZN28"
772,6,0.3104,4.655,26.93,0.1068,0.967224,"Q9NSN8 O60930 Q16595 Q9UN19 P08697 O00748"
773,5,0.4085,4.085,23.39,0.1090,0.952654,"Q9H7Z6 Q68DK7 Q8N5Y2 Q9HCI7 P0C860"
774,12,0.3062,20.21,110.2,0.1309,0.881708,"Q5T6S3 Q92800 Q6ZN18 Q15910 Q15022 O75530 Q9Y483 Q9NSY0 Q1XH10 Q92833 A6NHQ4 O95455"
775,7,0.3031,6.365,81.30,0.06260,0.992403,"O95433 P22314 P41252 P11310 Q06210 O94808 O15069"
776,7,0.3085,6.479,28.21,0.1331,0.972358,"Q13425 Q8N103 Q9NY99 Q13424 Q13884 P29475 P35228"
777,4,0.3350,2.010,19.73,0.06758,0.969699,"Q16873 O14843 Q96B49 Q969M1"
778,5,0.3079,3.079,75.84,0.03462,0.996692,"P17152 Q9H2A7 Q9NTQ9 Q6NSX1 P10966"
779,4,0.3158,1.895,19.87,0.06365,0.992931,"Q6ZT98 Q86Y46 Q9BUW7 Q96M96"
780,4,0.3024,1.815,25.77,0.05099,0.903035,"Q6P531 Q9BZ11 Q9BWQ8 Q8TAV4"
781,4,0.3039,1.823,24.57,0.05301,0.984809,"Q9BU02 O76031 Q96CU9 Q8TD30"
782,5,0.4864,4.864,25.48,0.1206,0.952654,"Q86VH5 Q86VH4 Q9Y4C0 Q7Z5A9 Q9HDB5"
783,5,0.3038,3.038,75.57,0.03429,0.969949,"Q96KM6 P52747 Q7Z5K2 Q9Y6M0 Q9UGF5"
784,4,0.3225,1.935,43.70,0.03608,0.984809,"Q96MM3 O75928 Q6ISB3 Q9NZI5"
785,4,0.3040,1.824,42.09,0.03513,0.984809,"P25490 Q03923 Q9HD64 Q9NQA5"
786,5,0.3342,3.342,82.39,0.03491,0.851865,"O43681 P49069 O00264 Q9UJ90 Q8WWG9"
787,5,0.3110,3.110,38.68,0.06005,0.996692,"Q7Z5A7 Q8N688 Q5HYA8 Q30KQ9 Q01459"
788,4,0.3022,1.813,54.84,0.02805,0.992931,"Q8TA86 Q9H9G7 Q16666 Q86X95"
789,7,0.3387,7.112,86.41,0.06615,0.997531,"P53677 Q9Y2T2 Q92572 O43567 O14617 Q07444 Q9H6Y7"
790,3,0.4156,1.247,9.626,0.07389,0.808633,"Q9NRR5 A0PJK1 Q5BKX6"
791,3,0.3985,1.196,13.90,0.05668,0.904785,"O15270 A4FU69 Q8N699"
792,4,0.3682,2.209,44.13,0.04066,0.984809,"Q96HC4 Q9BT88 Q6ZVK8 Q9Y4D8"
793,4,0.3414,2.048,16.88,0.07606,0.992931,"Q9NNX1 Q9Y5N6 P16220 Q6UUV9"
794,5,0.3133,3.133,47.39,0.05177,0.996692,"Q8NI32 Q8IWV7 Q9H293 Q9P0J7 Q5SRR4"
795,6,0.3116,4.674,104.8,0.03848,0.977336,"Q4LDR2 Q6UX27 P48230 Q86Y34 O95377 Q8WW43"
796,5,0.3228,3.228,64.07,0.04176,0.996692,"P21854 Q6NSJ0 P05107 Q99675 Q9GZW8"
797,9,0.3025,10.89,46.65,0.1442,0.944019,"P15735 O15442 Q86XI6 P46019 P46020 P10589 Q93100 Q9Y689 Q16816"
798,4,0.3405,2.043,62.93,0.02800,0.992931,"Q6UX27 Q86Y34 Q9UIA9 A6NNB3"
799,6,0.3027,4.541,106.9,0.03679,0.998474,"P30926 Q9Y5F3 Q9NZJ5 Q6ZXV5 Q9Y5G9 Q9H1C3"
800,6,0.3443,5.165,124.6,0.03644,0.998474,"Q9Y5F3 Q9H3N1 P60606 Q3KR37 Q96CP6 Q8IYS0"
801,3,0.5610,1.683,11.71,0.08677,0.808633,"P67812 P26718 P33121"
802,4,0.3119,1.871,34.53,0.04214,0.992931,"P98164 Q9HC57 Q86UN3 Q9NYY1"
803,5,0.3297,3.297,68.05,0.04053,0.928164,"Q8WVX3 Q9NP94 P25025 Q9UIG8 O00421"
804,5,0.3229,3.229,72.22,0.03779,0.969949,"O00526 Q7L0J3 O95258 P56937 P13686"
805,5,0.3096,3.096,17.41,0.1015,0.952654,"Q9BSH3 Q8TC17 O95922 Q68CL5 Q6NSI8"
806,6,0.3258,4.887,103.3,0.04066,0.995880,"Q9Y228 Q969F0 O75425 Q96JW4 Q8N6L0 P25024"
807,4,0.3006,1.804,21.19,0.05820,0.903035,"O00505 Q8NA19 Q2YD98 O14529"
808,5,0.3381,3.381,62.75,0.04441,0.996692,"Q01449 P59942 Q13515 Q00994 Q6ZUJ4"
809,5,0.3094,3.094,75.11,0.03508,0.996692,"Q9NSE4 Q96RQ3 O75251 Q8ND04 Q6NUN0"
810,5,0.3426,3.426,27.97,0.08276,0.989214,"Q9NUP7 Q15633 Q9HA38 Q9UL18 Q9UKV8"
811,8,0.3055,8.555,85.62,0.07765,0.999679,"Q8N8L2 P01877 P01876 P01591 A7E2F4 Q13950 Q6B0K9 Q9BX68"
812,4,0.3423,2.054,52.07,0.03306,0.903035,"O43511 O94768 Q8NGC1 O43193"
813,4,0.3505,2.103,37.96,0.04376,0.557383,"Q86WK6 O75508 Q8N271 Q49AG3"
814,6,0.3392,5.087,70.92,0.05781,0.977336,"P99999 Q0VG06 P00352 Q9BQE4 Q8NB91 P28749"
815,4,0.3128,1.877,43.95,0.03487,0.984809,"A4D1S0 Q8N441 Q9NT99 P54762"
816,4,0.3259,1.955,42.09,0.03757,0.992931,"Q96F44 O94900 Q96MA1 Q14549"
817,4,0.3817,2.290,52.47,0.03650,0.943824,"O14640 Q6DKJ4 O14641 Q9NU02"
818,7,0.4289,9.007,30.83,0.1673,0.874923,"Q0VGL1 Q9HB90 Q9UHA4 Q9Y2Q5 Q7L523 Q9NQL2 Q9P278"
819,4,0.3022,1.813,50.31,0.03015,0.992931,"O60725 Q96HA9 A2A2V5 P48051"
820,6,0.3134,4.701,93.71,0.04258,0.998474,"Q96RS0 Q16526 Q86UT8 Q96Q89 Q9NXD2 Q2TB18"
821,5,0.3100,3.100,31.14,0.07007,0.996692,"Q15173 Q15172 Q76NI1 Q8N2R8 Q9H246"
822,5,0.3110,3.110,49.21,0.04989,0.996692,"Q0D2K0 Q03692 Q86Z23 Q13651 P34981"
823,4,0.3411,2.047,32.44,0.04817,0.992931,"Q8IWX8 Q14296 Q5HY92 O43813"
824,6,0.3043,4.564,62.44,0.05777,0.997463,"Q9NPE3 Q9NY12 Q6PI26 Q9NX24 Q9HBH0 P08263"
825,4,0.3032,1.819,23.89,0.05396,0.984809,"Q01740 P07864 Q8TD23 Q9HC58"
826,4,0.3590,2.154,50.58,0.03546,0.992931,"Q96F05 Q96CP7 P56748 Q96HE8"
827,4,0.3218,1.931,21.63,0.06117,0.903035,"O00592 Q96FE7 O00602 Q15485"
828,4,0.3317,1.990,11.86,0.09109,0.992931,"Q8NGR4 Q6ZMS4 Q6PGQ1 Q96RD2"
829,17,0.4095,55.69,131.9,0.2513,0.500000,"P49848 P21675 Q9HBM6 Q15545 Q15542 Q9BR10 Q15543 O00268 Q16594 Q12962 Q6P1X5 Q16514 Q15544 Q5VWG9 Q7Z7C8 Q5H9L4 Q9Y3D8"
830,4,0.3374,2.025,13.30,0.08682,0.442617,"Q13148 P14598 P19878 Q2VIQ3"
831,5,0.3032,3.032,33.52,0.06513,0.996692,"Q09470 Q16322 Q9UBQ6 O43914 Q96L58"
832,4,0.3143,1.886,67.10,0.02450,0.992931,"Q9NRZ9 Q9H967 P41214 Q92616"
833,4,0.3048,1.829,33.19,0.04252,0.903035,"P00736 O95758 Q9BZQ4 Q9NZP8"
834,8,0.3076,8.612,61.69,0.09979,0.905369,"O00506 Q86WR7 Q9Y6E0 Q9BUL8 Q9P289 Q9NX38 Q8IY42 Q6ZS17"
