Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
522,5,0.3226,3.226,83.04,0.03351,0.417266,"Q9UNH7 O60749 Q8WUY3 Q8NAP1 Q8N5U0"
523,3,0.3847,1.154,11.15,0.06306,0.808633,"O43736 Q9Y3P8 P06340"
524,5,0.3030,3.030,33.20,0.06556,0.993907,"Q9BUF7 P23763 Q8N2K1 O75920 A1L3X0"
525,34,0.3011,168.9,713.4,0.1778,0.998346,"P62826 Q8NFH5 P63279 P55735 P18754 P61769 P49790 Q14974 P49792 P57740 Q5SRE5 Q69YH5 P0DJD0 P52948 Q9H4D0 O75694 Q99567 Q92621 Q9BW27 Q8N1F7 P61956 Q12769 Q8WUM0 A8CG34 O14715 E9PJ23 Q8NFH3 P35658 P46060 Q8TEM1 Q96EE3 Q8NFH4 Q96S15 Q9UNZ5"
526,6,0.3160,4.741,82.25,0.04789,0.967224,"Q13422 Q6ZSC3 Q99728 Q9H5V7 Q9UKS7 Q96AX9"
527,5,0.3122,3.122,34.64,0.06535,0.894962,"Q6PF18 P14652 Q8WYR4 A6NKD2 Q5TD94"
528,4,0.3169,1.901,54.42,0.02956,0.943824,"Q9H1M4 Q8TBP5 Q66K74 P55822"
529,7,0.3146,6.607,126.6,0.04489,0.998353,"Q99933 Q9Y6H1 Q9H869 P0C5Y9 Q9BSY4 Q8N4Q1 Q13461"
530,4,0.3337,2.002,45.54,0.03605,0.969699,"Q9UI47 Q9NRP2 Q8N2Z9 Q496A3"
531,5,0.3024,3.024,89.67,0.02945,0.996692,"Q8TAQ5 Q9BWF3 Q9UKX3 O94907 O00142"
532,5,0.3231,3.231,79.27,0.03493,0.996692,"Q8NFA0 P27797 P12004 Q9H009 P05111"
533,4,0.3369,2.021,57.60,0.02990,0.992931,"Q58EX7 Q8WYQ9 Q12774 Q96EW2"
534,7,0.3254,6.833,29.12,0.1368,0.550837,"O15442 Q96BW1 P10589 Q9NWZ5 Q9HA47 Q9BZX2 Q2TAA2"
535,3,0.4509,1.353,15.92,0.05812,0.985452,"Q8NBB4 O14771 P28698"
536,4,0.3377,2.026,19.03,0.06975,0.992931,"Q5J5C9 Q6UX15 Q7Z7E8 O43934"
537,13,0.3078,24.01,133.2,0.1310,0.998532,"Q9H0K4 P12883 P12882 P13535 Q9UKX2 P68133 Q04726 Q9Y623 Q03112 Q16665 Q9BRY0 P05976 Q96A32"
538,4,0.3684,2.211,42.69,0.04179,0.992931,"Q9P0N9 Q9BVG3 O95997 Q9NZH4"
539,6,0.3372,5.058,73.85,0.05564,0.998474,"A8MVS5 Q9H3Z4 Q9HDD0 Q66K14 Q6ZT07 Q9BT30"
540,11,0.3087,16.98,173.2,0.08003,0.999848,"Q96EP5 P23528 Q14019 P15531 O00244 P50454 O75368 P40121 P15559 P40926 P50238"
541,5,0.3206,3.206,20.46,0.09525,0.952654,"O75140 Q96MD2 Q8WTW4 Q1RMZ1 Q12980"
542,4,0.3398,2.039,60.21,0.02902,0.992931,"Q9Y3C0 A1L168 Q96CV9 Q9NWF9"
543,7,0.3009,6.319,106.1,0.04998,0.996355,"Q86X02 Q86YV0 Q9Y272 Q92835 P51504 Q9UNE2 O75525"
544,5,0.3015,3.015,46.64,0.05054,0.989214,"Q9BXA6 Q58FG0 Q6VAB6 P36507 Q9BXM7"
545,5,0.3072,3.072,61.19,0.04137,0.952654,"Q9BYJ9 Q9Y5J3 P45974 Q04724 Q14469"
546,4,0.3765,2.259,10.58,0.1084,0.156161,"Q9UM19 P55087 Q9NZQ8 Q96AQ9"
547,9,0.3095,11.14,85.33,0.09734,0.997641,"Q9HAP6 O14910 Q9NUP9 O14936 Q8WUM9 Q13368 Q9NZW5 Q14168 Q2KJY2"
548,8,0.3079,8.621,101.4,0.06843,0.999679,"Q9Y3B3 O43320 P49755 Q9BVK6 Q7Z7H5 Q9Y3A6 Q9Y5X9 P54802"
549,5,0.3473,3.473,64.06,0.04480,0.989214,"O75925 P61586 Q9UBT6 Q15819 Q9UMS6"
550,5,0.3015,3.015,76.90,0.03353,0.996692,"P02808 Q9NWF4 Q7Z7N9 Q96Q80 Q9GZQ4"
551,4,0.3132,1.879,55.28,0.02884,0.903035,"Q8N165 P12931 O95136 Q495C1"
552,4,0.3383,2.030,29.61,0.05121,0.984809,"Q9Y225 P21589 Q9Y6I4 P84095"
553,4,0.3213,1.928,21.64,0.06107,0.992931,"Q9UMX5 Q6XQN6 Q16881 Q9NNW7"
554,5,0.3160,3.160,17.86,0.1019,0.969949,"Q9UGM3 Q9UGF5 A0PJZ3 Q10588 Q9HAB8"
555,4,0.3275,1.965,61.86,0.02736,0.992931,"Q8N4T4 Q8NFZ5 O60232 Q8N8Q3"
556,4,0.3426,2.055,56.51,0.03088,0.992931,"Q9Y5Z9 Q96KR7 P22794 Q9UIK5"
557,6,0.3061,4.592,95.37,0.04101,0.998474,"Q9HD20 Q8TDV0 Q9NQG1 Q86WB7 P25025 Q08708"
558,4,0.3209,1.925,53.63,0.03030,0.992931,"Q7Z7C7 P78358 Q96HQ2 Q96JA3"
559,10,0.3196,14.38,127.9,0.08861,0.998899,"Q15056 Q12816 O15067 Q9UNF1 Q5JWF2 P63092 O95467 Q9NVN3 O14908 P38405"
560,4,0.3476,2.086,59.55,0.02995,0.992931,"Q17RB8 A6NGQ2 Q8TAK5 P48544"
561,4,0.3610,2.166,46.91,0.03795,0.903035,"O14556 Q8IU60 Q9NQ89 Q9UMX9"
562,5,0.3016,3.016,86.40,0.03033,0.952654,"O43602 P50221 P45984 Q9NYD6 Q8IZJ4"
563,6,0.3024,4.535,90.84,0.04224,0.998474,"Q9UN79 Q9C0F1 Q6P2H3 P35711 P17097 P08729"
564,15,0.3011,31.62,303.4,0.08662,0.999952,"P24530 Q96A65 O60645 Q8IYI6 Q9NV70 Q9UPT5 Q96EV8 Q86VI1 O00471 P0DPB3 Q8TAG9 P27930 Q9Y2D4 Q96KP1 Q96G01"
565,198,0.3001,5853,8121,0.4073,0.00000,"Q53T94 O43159 Q9BRU9 P61313 Q68D10 O15479 P60866 P27635 Q8WYQ5 Q9ULW3 Q9NZM5 Q13574 P46781 P42696 P61513 Q9Y3U8 P46779 P62277 Q96MF4 Q9NR30 O75607 Q9NRW3 Q07020 P40429 P50914 O75569 P05388 Q96FI4 P39023 Q9GZR2 P26373 P62888 P35268 Q7Z7K2 P62424 O43818 P62917 P42766 Q13247 P78362 Q8TDD1 P62913 Q9HAN9 O15213 P51608 Q9NX58 P62241 Q1ED39 Q9BQG0 Q9H0A0 Q99848 Q76FK4 Q96ME7 Q12788 Q9UNX4 Q13823 Q14692 Q15050 O76021 Q5SSJ5 Q5VWQ0 Q8N9T8 Q9BYG3 Q49A26 Q8NI36 P46087 O96028 O15381 Q9Y3T9 Q8TDN6 Q00839 Q9BWF3 P62899 P62847 P62753 P06748 Q6ZN17 P61247 P62249 P39019 P84098 P23396 Q92913 P15880 P36578 Q4G0J3 P16401 P16402 Q7Z2W4 O60287 P62906 Q9UNX3 Q9UJV8 P0C5Z0 Q96LW9 P23352 Q12906 P46776 P46778 Q02543 Q15397 Q96GQ7 Q9P2E9 Q9Y221 P67809 Q9UPE1 P32969 Q96MX3 P46777 Q02878 P49207 P62244 P62266 P62263 O60832 Q9NW13 Q9NY93 Q03701 Q9NVP1 Q9BZE4 Q14690 Q9GZR7 Q8WTT2 P18621 P62701 P42677 Q9H8H2 Q8NB50 Q8IY81 Q8NDF8 P60228 Q14152 Q86V59 Q7Z2T5 P62854 Q15361 Q53GS7 O76094 Q96K58 Q9Y4C8 Q15269 Q969Q0 P62851 Q15573 Q15572 Q14146 Q71F23 P61254 P62081 P46782 P05387 O95793 P30050 P22492 Q9H116 P17026 Q6IQ21 P62750 Q13243 Q9NUL3 P78563 Q9H5J8 P16403 Q9BRT6 Q8TBF4 O95478 P05386 Q6PK04 P46783 Q9H6S0 O75683 P62841 Q13601 P62910 Q9H6R4 P57071 Q9H7B2 Q00577 Q8N8A6 Q9NQ55 Q9BXY0 P18124 P08865 Q5VYS8 Q14512 P11487 P62280 P55075 P61353 Q6DKI1 O00566 P63173 P25398 P83731 Q8IZA3 P62633 Q9H9Y2 P62269"
566,5,0.3052,3.052,33.59,0.06544,0.981643,"Q6NUT3 Q6ZQN7 Q08554 O00322 Q9Y2W3"
567,8,0.3064,8.579,186.4,0.04067,0.999679,"Q9Y2L9 Q9HBX9 Q9P2E8 Q16850 Q03519 Q93084 Q5SWA1 Q3KNS1"
568,32,0.3144,156.0,377.1,0.2612,0.540107,"O95602 Q9BT43 P19388 Q9BUI4 Q9UBK9 Q9NWS0 P61218 O94763 Q9HCN4 Q9UHW5 P62875 Q9H6T3 Q9NUG6 O75575 Q9H672 P53803 P52434 Q9Y2Y1 P0DPB6 P0DPB5 Q9Y535 Q9H9Y6 O14802 Q9NVU0 Q9NW08 P05423 Q9NYV6 O15318 Q9H1D9 Q9P1U0 Q3B726 Q96MX6"
569,10,0.3289,14.80,165.2,0.07401,0.999496,"P84243 Q6ZU65 P17096 Q01664 P54198 Q9NPG3 Q9Y6J0 P47902 Q9NVP2 Q8TF32"
570,7,0.3202,6.725,84.51,0.06390,0.992403,"P24468 O15442 Q96BW1 P10588 Q9NWZ5 Q9HA47 Q8NCC5"
571,4,0.3156,1.894,25.44,0.05359,0.992931,"Q8WTU2 Q13472 Q9NZB8 Q92564"
572,4,0.3494,2.096,57.03,0.03123,0.984809,"Q7Z7C7 Q96BY2 Q9H0C1 O60422"
573,6,0.3172,4.758,76.13,0.05122,0.995880,"O14980 Q9NZL9 Q14376 Q13630 P31153 P11413"
574,10,0.4510,20.30,43.88,0.2411,0.574947,"Q9BWG4 Q9BWW4 Q86U70 P81877 Q96A47 Q9BXS1 P48742 O60663 P61371 O00512"
575,3,0.4314,1.294,8.859,0.08012,0.985452,"Q6B0B8 Q6P1Q9 Q8N8M0"
576,6,0.3004,4.505,124.8,0.03188,0.997463,"Q8IYA6 Q08AD1 Q96T17 Q8IWC1 P30622 Q9H4Z3"
577,4,0.3499,2.100,18.15,0.07431,0.943824,"Q6ZQN7 Q08554 Q8WTQ7 Q9Y2W3"
578,4,0.3399,2.039,18.84,0.07062,0.903035,"O60513 Q13217 Q9HAT2 P20062"
579,9,0.3222,11.60,121.2,0.07693,0.999794,"A2RU14 P57739 P54852 Q96HJ5 Q96CE8 Q9BZL3 O95452 Q9BZJ8 Q6ZP80"
580,5,0.3406,3.406,44.68,0.05864,0.582734,"Q9Y5S9 Q14184 Q99878 Q96KK5 Q5SQH8"
581,9,0.3030,10.91,91.96,0.09026,0.996903,"P35249 P40937 P35250 P40938 Q9BVC3 Q8WVB6 O60671 O75943 P0CG13"
582,17,0.2850,38.76,204.2,0.1400,0.921052,"Q16671 Q8N165 P08238 Q9BXA6 Q96QS6 Q9Y243 Q9HBY8 Q8TDR2 P07900 Q58FF6 Q58FF7 Q58FG0 Q13451 Q9H9G7 Q58FG1 Q9UL18 Q9BXM7"
583,4,0.3336,2.002,59.85,0.02866,0.992931,"Q99996 Q99909 Q7RTT5 Q9HAE3"
584,5,0.3331,3.331,21.03,0.09693,0.851865,"P07205 Q9BWM5 Q96NN9 P03372 Q8N9W8"
585,19,0.3021,51.67,618.5,0.07296,1.00000,"Q13610 O43818 Q9NV06 Q12788 Q9UNX4 Q9Y2X3 Q9BVJ6 Q99547 Q9NY93 Q9NVP1 Q9BZE4 O75691 Q9H0S4 Q9BQ67 Q15269 Q9H6R4 Q8TED0 Q9Y5J1 O00566"
586,5,0.3090,3.090,71.20,0.03666,0.996692,"A1E959 P0C870 P09234 Q9P2R6 Q9BRR9"
587,17,0.3081,41.90,205.2,0.1491,0.989493,"Q6QNY1 O95295 Q5T0J7 Q9UL45 Q9UJT2 Q96EV8 P78537 Q9NUP1 Q8TDH9 Q969J3 O43504 Q96FH0 Q8TDM0 Q96B45 Q0VGL1 Q6QNY0 Q9UHA4"
588,4,0.3275,1.965,27.63,0.05226,0.992931,"Q9H3H3 Q9UIH9 Q13882 Q9BYN7"
589,7,0.3029,6.360,96.43,0.05446,0.999299,"Q5BKY1 Q86WW8 P48594 P29508 Q9HAW8 A1L4L8 P12755"
590,13,0.3012,23.49,177.6,0.1034,0.924484,"O00214 O00182 Q3B8N2 Q6DKI2 Q9UP95 P51790 P51795 Q9UHW9 Q5VZM2 Q12913 Q9HB90 Q8NBW4 P19256"
591,4,0.3069,1.841,58.41,0.02698,0.992931,"Q9BQE5 P05107 Q9BWD3 Q17RB0"
592,4,0.3509,2.106,29.18,0.05359,0.969699,"Q8N3T1 Q9BQ51 Q8TD46 Q9NYW0"
593,5,0.3011,3.011,92.54,0.02853,0.996692,"Q9ULJ7 Q5VTL8 O60729 Q8IV63 Q9Y466"
594,5,0.3415,3.415,94.56,0.03163,0.996692,"P09067 Q96F44 Q9NQZ6 Q9NWQ8 Q9H078"
595,4,0.3106,1.863,48.83,0.03175,0.843839,"Q8TAP6 Q8TEB7 A6QL64 Q6B0I6"
596,4,0.3456,2.074,66.76,0.02699,0.992931,"Q6P1M3 Q9UQ84 Q99698 Q8IZY2"
597,4,0.3412,2.047,48.10,0.03521,0.992931,"P57060 Q14651 Q01415 A6ND91"
598,4,0.3358,2.015,65.07,0.02684,0.992931,"Q8WVP5 O75783 Q6NZI2 Q5TCQ9"
599,4,0.3428,2.057,54.34,0.03194,0.843839,"Q5JST6 P30039 O00305 Q8IY82"
600,4,0.3493,2.096,78.98,0.02353,0.992931,"Q99788 Q6NUK1 Q5HYK3 Q8N468"
601,5,0.3007,3.007,40.26,0.05645,0.996692,"P01350 O75815 Q9NRJ7 Q9Y5F1 Q9Y5E2"
602,7,0.3252,6.829,34.44,0.1236,0.972358,"Q96KJ9 P14406 P15954 P14927 P12074 P09669 O14548"
603,6,0.4820,7.229,8.389,0.2618,0.0150289,"P50225 Q9BR01 O00338 P0DMM9 P0DMN0 Q6IMI6"
604,5,0.3057,3.057,59.92,0.04189,0.996692,"Q9H0X6 Q99732 Q96KP6 Q9H0F5 Q9NZI2"
605,5,0.3031,3.031,10.48,0.1289,0.338052,"P05813 P26998 Q96J87 P43320 Q8IU54"
606,3,0.3563,1.069,10.81,0.05977,0.985452,"P09093 P08861 O15382"
607,14,0.2857,26.00,186.3,0.1082,0.997959,"Q96EP5 Q15366 P31483 Q15365 Q96I24 Q9Y617 P18085 O43715 P48739 P15559 P34949 O75874 P55263 P98171"
608,6,0.3192,4.788,102.0,0.04029,0.998474,"Q5VTR2 O75150 Q8IXT5 Q16763 Q8N1G2 Q9Y2I6"
609,4,0.3575,2.145,17.53,0.07752,0.984809,"A6NED2 Q16557 Q14642 Q6ZMR5"
610,5,0.3311,3.311,78.77,0.03595,0.928164,"P41212 Q14112 P07942 P59665 Q96JK9"
611,11,0.3074,16.91,216.4,0.06622,0.997626,"Q8WWM7 Q99700 Q3MHD2 P17844 O43143 Q99549 Q92841 Q07666 P00813 Q9BUT9 Q8N884"
612,5,0.3350,3.350,85.18,0.03400,0.996692,"Q9NXH9 Q8IXZ2 O14595 O95997 Q9UPS6"
613,4,0.3020,1.812,22.73,0.05569,0.992931,"Q5TF39 Q9BPW9 Q13508 Q7L8W6"
614,7,0.3255,6.836,152.7,0.03940,0.999299,"O14653 Q6N075 P36382 P62952 Q6ZP29 Q6ZMZ0 P50876"
615,4,0.3407,2.044,55.49,0.03119,0.969699,"Q96T49 Q8N5M1 Q5VYS4 Q9UH73"
616,7,0.3091,6.490,137.4,0.04110,0.999299,"P18825 Q96A09 Q16633 A8MTA8 Q2WGJ6 Q16348 Q8N4L8"
617,4,0.4145,2.487,21.52,0.07769,0.992931,"P02549 A8MYP8 P58505 O14874"
618,7,0.3071,6.448,69.10,0.07201,0.874923,"Q9NZ09 Q9UK41 Q9H9H4 Q5VVX9 Q96HL8 Q96EY5 Q8NEZ2"
619,6,0.3089,4.634,87.60,0.04446,0.998474,"Q5TAP6 P07196 Q8TD16 Q9Y5N6 P12036 Q96G01"
620,4,0.3388,2.033,54.48,0.03151,0.984809,"Q96PK6 Q9BZQ4 P48052 Q6ZQY3"
621,7,0.3009,6.319,81.52,0.06205,0.996355,"Q14990 P29992 P62873 P16520 Q13371 P50151 P59768"
622,4,0.3010,1.806,40.21,0.03611,0.557383,"P21145 Q6UWW9 Q8N539 O95500"
623,5,0.3045,3.045,64.55,0.03924,0.969949,"P61266 P63027 Q8N4C7 P60880 Q5H9U9"
624,4,0.3968,2.381,32.94,0.05495,0.992931,"Q96HH9 Q6P4E1 Q3KR37 Q8IYS0"
625,6,0.3315,4.972,85.14,0.04870,0.998474,"Q8N5M4 Q9NZN9 Q6IA69 Q3B7T1 Q9UIM3 Q8NFZ0"
626,11,0.3081,16.95,286.6,0.05205,0.999804,"Q9NZF1 Q3LI70 Q96A09 Q96IP4 A1KXE4 Q5T6F2 O94900 Q9BQY4 O95231 Q6PEX3 Q96MA1"
627,14,0.3042,27.68,238.5,0.09408,0.971746,"Q5MIZ7 P0DMV0 P0DMU8 P0DMU7 Q8NHU0 Q6IN85 P60510 Q9Y570 Q15257 Q9NY27 Q5DJT8 Q9NZK7 Q14678 Q6NUP7"
628,4,0.3199,1.919,56.01,0.02911,0.992931,"Q96EB6 Q9UBZ4 Q49MI3 Q96K75"
629,6,0.3055,4.582,80.36,0.04727,0.953652,"Q08J23 Q03252 O14753 Q86U44 Q9HCE5 Q5T1V6"
630,4,0.3229,1.937,51.94,0.03131,0.992931,"O60308 Q5U651 Q562F6 Q8WVS4"
631,9,0.3046,10.97,188.3,0.05048,0.999853,"O15084 O75170 Q9UPN7 O60729 A8K8V0 Q9UPQ7 Q8NB46 Q06190 O60346"
632,3,0.5950,1.785,5.343,0.1360,0.808633,"Q17RY0 Q8NE35 Q7Z5Q1"
633,4,0.3282,1.969,15.12,0.07847,0.843839,"O00253 Q9BTX7 Q5JS37 O15527"
634,4,0.3247,1.948,69.95,0.02438,0.943824,"Q96CP7 Q53EU6 Q9H2J7 O15120"
635,4,0.3283,1.970,60.79,0.02783,0.992931,"Q5BJF2 Q9UBD6 A6NM10 Q13336"
636,3,0.6938,2.081,5.329,0.1552,0.331260,"Q6UWD8 Q7Z7J7 P01571"
637,4,0.3311,1.986,46.14,0.03539,0.903035,"Q68D86 A1L168 Q96BY6 Q9BZ29"
638,11,0.3019,16.61,254.2,0.05671,0.999750,"Q5T619 P60411 Q8TF50 Q9Y2P0 Q96EG3 Q6ZNH5 Q8TBE0 Q9H707 Q3KQV3 Q9UID6 Q9NSD4"
639,5,0.3179,3.179,75.41,0.03588,0.952654,"Q7Z4V5 O75475 P51858 Q9Y3E1 Q9HC29"
640,7,0.3040,6.384,44.68,0.09812,0.998353,"Q00535 Q00536 P30281 Q00537 P46527 O94921 P30279"
641,4,0.3006,1.803,18.38,0.06398,0.984809,"Q9Y3D7 Q9NZR1 Q8WYL5 Q96H35"
642,11,0.3044,16.74,237.3,0.06064,0.999969,"P08574 Q00325 O75964 Q9NVI7 O14949 P23786 A1L0T0 O00217 O75489 P05026 Q5T9A4"
643,4,0.3123,1.874,54.03,0.02932,0.992931,"Q6PEY2 Q8N4U5 Q5FWF5 Q9P021"
644,5,0.3146,3.146,61.10,0.04238,0.996692,"Q8N5S1 P19086 P01112 P69892 Q9H7P6"
645,4,0.3119,1.871,57.31,0.02785,0.903035,"P20309 Q6ZMG9 Q8IZP9 Q8TBF5"
646,5,0.3171,3.171,52.34,0.04840,0.989214,"Q15907 Q7L804 Q7L8J4 P57735 P52333"
647,7,0.3385,7.109,21.09,0.1685,0.695360,"P09668 P01034 P43234 P01040 P04080 P07711 Q5NE16"
648,5,0.4461,4.461,22.42,0.1209,0.851865,"P15927 P27694 P35244 Q86UA6 Q13156"
649,5,0.3113,3.113,35.22,0.06441,0.993907,"Q8IVH8 Q9UBX7 Q9Y4K0 P23946 P14138"
650,5,0.3123,3.123,56.22,0.04504,0.993907,"Q6ZVT0 P62328 Q6UXH8 O76013 Q9HCM1"
651,5,0.3116,3.116,89.21,0.03046,0.996692,"P41743 Q14145 Q9HC07 Q96PD4 Q9BUT9"
652,4,0.3443,2.066,70.06,0.02578,0.992931,"Q02410 Q9H8V3 Q12986 O14618"
653,7,0.3030,6.364,188.2,0.03052,0.999299,"Q9H3K6 P52747 Q7Z4V0 Q9P0T4 Q8TCE9 Q14005 Q9BRQ3"
654,3,0.6098,1.829,8.011,0.1155,0.808633,"Q92777 O14994 Q05923"
655,14,0.3224,29.34,205.8,0.1115,0.985464,"Q9NTJ5 Q9Y678 P78508 P53618 P53621 P60468 Q9UBF2 P48444 O14579 P35606 P31513 P01111 P61923 Q9P299"
656,4,0.3243,1.946,60.65,0.02756,0.992931,"Q9UPP1 P16278 Q9P258 Q8N884"
657,3,0.5296,1.589,16.78,0.06520,0.985452,"Q92791 Q9Y215 P60827"
658,5,0.3091,3.091,59.34,0.04268,0.952654,"Q96PV0 Q9NVF7 Q8IV03 Q9UBP9 Q9Y5C1"
659,4,0.3116,1.870,22.83,0.05717,0.992931,"Q96GX9 Q9UIF8 Q0VAM2 Q8TBC4"
660,4,0.3017,1.810,55.81,0.02758,0.969699,"P30793 Q07960 Q8WXU2 Q06203"
661,4,0.3222,1.933,8.056,0.1075,0.557383,"P10916 Q9NZH8 Q02045 P62253"
662,6,0.3160,4.740,129.4,0.03244,0.997463,"Q99706 P32970 P26842 O15126 P10589 Q96D53"
663,4,0.3423,2.054,39.59,0.04137,0.903035,"P43119 Q8N697 Q9HAI6 Q9H6D3"
664,4,0.3391,2.035,44.48,0.03732,0.984809,"Q15848 Q8N3T1 Q8NFJ6 Q8TD46"
665,5,0.3333,3.333,77.46,0.03671,0.981643,"Q92520 Q8WZ59 Q8N6K0 P36021 Q96H72"
666,5,0.3163,3.163,70.09,0.03799,0.851865,"Q969F0 Q96LL9 Q9BXU9 Q8WWG1 Q86UD3"
667,3,0.5207,1.562,8.252,0.09878,0.808633,"Q7Z429 Q01740 P31512"
668,4,0.3466,2.079,53.00,0.03297,0.984809,"Q9UI95 Q96NG5 O60477 O60673"
669,5,0.3439,3.439,52.29,0.05232,0.969949,"Q16204 Q9P127 O15525 O60675 Q9Y4A8"
670,5,0.3032,3.032,39.12,0.05813,0.989214,"Q7L5N7 Q96JJ7 Q15526 Q6E213 Q15034"
671,4,0.3877,2.326,20.89,0.07452,0.992931,"Q9NNX1 Q9Y5N6 P16220 Q6UUV9"
672,5,0.3153,3.153,59.13,0.04362,0.993907,"P17036 Q9GZM8 Q6ZS27 Q08AG5 Q7L8L6"
673,4,0.3365,2.019,49.67,0.03383,0.903035,"Q99679 Q9Y3P4 Q13467 Q9H6D3"
674,4,0.3174,1.904,59.76,0.02733,0.992931,"Q6P5X5 Q96HH4 A6NJZ7 Q7Z6M1"
675,4,0.3298,1.979,37.20,0.04194,0.984809,"Q9BWT6 Q8N9N8 Q9P2W1 Q99551"
676,6,0.3386,5.078,34.98,0.09754,0.993467,"Q96EX3 Q8WVS4 O14576 Q9NP97 P51808 O43237"
677,4,0.3383,2.030,12.32,0.09081,0.992931,"A1YPR0 Q96CT2 Q8NFY9 O95365"
678,6,0.3415,5.123,71.00,0.05813,0.998474,"Q9Y5F3 Q9H5I1 O00461 O00189 Q9UPM8 Q9Y587"
679,4,0.3164,1.898,49.13,0.03216,0.984809,"Q8IZF4 Q6T4P5 Q99720 Q9H6D3"
680,8,0.3169,8.873,93.43,0.07500,0.999679,"O75431 Q9BRQ6 Q9UPV9 Q8WW12 Q5HYI7 Q96LW7 Q6UXV4 Q9BZW8"
681,5,0.3015,3.015,56.03,0.04367,0.996692,"P21964 O75712 Q6UX15 O14520 O43934"
682,5,0.3040,3.040,48.23,0.04961,0.989214,"Q92917 A6NLX3 Q9P291 P46439 P23193"
683,4,0.3304,1.983,51.86,0.03206,0.992931,"Q13490 Q9HBZ2 P55210 Q5VW38"
684,19,0.3000,51.30,487.4,0.08896,0.999999,"Q9H2X0 Q8IWZ5 O43609 P59990 Q9BYQ3 P60328 Q6L8G9 Q9BYQ4 Q9BYR5 Q8IUC1 P49901 Q9NRY7 Q12837 Q9BYE3 Q5T5B0 Q5T5A8 P52954 Q8IUC0 A6H8Z2"
685,8,0.3053,8.549,142.1,0.05130,0.990935,"Q9ULU4 Q92610 Q8N1G0 P41229 Q86YP4 Q6ZTU2 Q0VFX4 Q9HCE3"
686,7,0.3001,6.302,140.6,0.03917,0.996355,"P19397 O95406 Q6UX27 Q16617 Q9Y225 O95471 Q9ULY5"
687,16,0.3153,37.84,277.2,0.1090,0.999364,"Q9H2C0 Q14CN4 Q16352 P07197 P07196 P48681 P17661 O15061 P02533 P13646 Q3MIT2 Q14532 Q9H7C4 P12036 Q9C075 P08729"
688,15,0.2449,25.71,139.7,0.1316,0.974380,"Q9BWN1 Q15173 Q15172 Q13362 Q5TF21 Q16589 P56704 P30154 Q76NI1 Q5FBB7 Q16537 Q8N2R8 Q9H246 P26010 O43638"
689,9,0.3111,11.20,175.1,0.05484,0.999853,"Q9BQ52 Q96AC1 P12081 P41214 P08237 P25098 P49591 Q14258 Q96M27"
690,5,0.3011,3.011,43.28,0.05349,0.952654,"Q06546 P10916 Q9NY59 Q9NZH8 Q02045"
691,7,0.3218,6.758,93.73,0.05902,0.979543,"Q8TAT6 P24390 Q92890 Q01518 P11168 Q496J9 Q9C0I1"
692,4,0.3856,2.313,21.73,0.07219,0.992931,"Q9BY49 Q8N2I9 Q92519 Q96RU8"
693,8,0.3019,8.454,173.8,0.04265,0.998062,"P59542 Q9BQ95 Q9Y375 Q7L5N7 P47775 Q5VST6 Q15526 Q9NR63"
694,7,0.3467,7.281,62.71,0.08669,0.998353,"Q3B8N2 Q6DKI2 P51790 P51795 O15439 Q5VZM2 Q9HB90"
695,4,0.3578,2.147,21.27,0.06833,0.903035,"O76031 Q96CU9 P15586 Q8NFI3"
696,4,0.3182,1.909,45.51,0.03445,0.903035,"P19883 O43149 Q9H1F0 Q8IZN7"
697,4,0.3075,1.845,45.93,0.03308,0.984809,"Q9NZG7 Q96IK0 Q6UWN5 P40198"
698,4,0.3636,2.182,59.37,0.03137,0.992931,"P78383 Q13113 Q96NB2 P23141"
699,6,0.3078,4.617,143.8,0.02878,0.998474,"Q6N075 Q92685 P51684 P43353 O94886 P08183"
700,4,0.3126,1.876,51.84,0.03039,0.992931,"Q92504 Q8WWY7 Q96KA5 Q9H3M0"
701,7,0.3146,6.606,67.19,0.07524,0.989275,"Q66K41 O60220 Q9H211 P62072 Q9Y5L4 Q9Y5J9 Q9Y5J7"
702,10,0.3028,13.63,123.3,0.08683,0.977423,"Q9H3P2 Q8IXH7 Q09161 P52298 P18615 Q8WX92 P38935 Q86Y38 A4FU69 Q5VV67"
703,4,0.3272,1.963,63.79,0.02662,0.992931,"Q8ND83 Q9UPQ7 O60218 Q8IXT5"
704,8,0.3239,9.070,55.76,0.1122,0.998062,"O60729 Q9BRX5 Q9BRT9 P78368 Q9Y248 Q93096 Q14691 Q9H8M5"
705,9,0.3168,11.40,59.12,0.1288,0.921148,"Q8N140 Q8IX21 Q96MG7 Q8IY18 Q96SB8 Q8NG27 Q9NXX6 Q96MF7 Q8WV22"
706,12,0.3194,21.08,178.9,0.09410,0.999550,"P52926 Q01831 P49916 P17096 P12956 P06746 Q6FI13 Q8IV63 Q8IW19 Q9NUW8 Q9UGN5 O00479"
707,14,0.3102,28.22,184.6,0.1172,0.999690,"P07954 Q96EP5 Q9UMY4 Q06830 P00966 O00625 Q8TDQ7 Q13126 P15559 Q14914 P46926 Q9NR45 P14550 P55263"
708,4,0.3465,2.079,51.71,0.03365,0.992931,"O43683 Q08499 Q9GZM3 Q8WYB5"
709,4,0.3599,2.159,62.91,0.02955,0.992931,"Q96BY2 Q6VB84 Q8ND90 P0CW24"
