Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
399,5,0.3156,3.156,27.46,0.07770,0.996692,"P43629 P43631 P43626 P43627 Q14952"
400,4,0.3217,1.930,64.10,0.02608,0.992931,"Q6PL45 Q6NSJ0 Q9P244 Q16627"
401,4,0.3892,2.335,43.85,0.04310,0.992931,"Q8NCU1 A8MT33 Q9UIA0 O95447"
402,36,0.5276,332.4,295.6,0.4748,4.53936e-08,"P24863 O43513 A0JLT2 Q15648 Q9H944 Q15528 Q9NX70 Q9NPJ6 Q71SY5 Q13503 O75448 Q9H204 Q9BUE0 Q9NVC6 Q9BTT4 Q9ULK4 Q93074 P49336 O95988 Q96HR3 Q86YW9 O60244 Q96G25 O95402 Q6P2C8 O75586 Q9P086 Q9Y3C7 O15392 Q9UHV7 Q9BWU1 Q71F56 Q9Y2X0 Q96RN5 Q9NWA0 Q14994"
403,4,0.3233,1.940,58.76,0.02824,0.992931,"O14965 Q9HCJ0 Q9Y466 Q9NRC8"
404,4,0.3215,1.929,53.14,0.03059,0.984809,"O15496 Q15319 Q9BWX5 Q15788"
405,4,0.3052,1.831,49.88,0.03067,0.984809,"P51451 Q8IZU3 O14543 Q13239"
406,5,0.3019,3.019,80.86,0.03216,0.996692,"Q01449 Q99687 Q8IWL8 Q9UIG4 P51687"
407,5,0.3389,3.389,94.36,0.03145,0.996692,"Q9BXS5 Q9Y2T1 Q2NKX9 O43829 Q5TBB1"
408,19,0.3008,51.43,410.1,0.1030,0.999996,"O00180 P36542 Q9Y6C9 Q8NBI5 P06576 P18859 P48047 O75947 P24539 O75964 P30049 Q969M3 Q9Y277 P16615 Q9NX61 P25705 P56385 Q6ZNC8 P25106"
409,7,0.3028,6.359,106.1,0.05030,0.999299,"Q8NAF0 P22749 Q86U06 Q9HCF6 Q5C9Z4 Q8WYQ3 Q9BTT6"
410,7,0.3088,6.485,163.6,0.03523,0.994698,"A0PK00 Q05329 Q9UNG2 Q92633 Q06432 Q5EB52 P48960"
411,6,0.3726,5.589,67.84,0.06543,0.989880,"Q8NCA5 Q8WWM7 Q99700 Q3MHD2 P00813 Q9BUT9"
412,10,0.3002,13.51,217.2,0.05388,0.999780,"Q92633 Q9NRX5 Q9H8X2 Q8IVM8 Q9Y5W7 Q9NUE0 P48960 Q8NHS3 Q7Z7B1 Q9Y5W8"
413,4,0.3016,1.810,66.06,0.02385,0.992931,"Q7Z4Q2 Q15527 P52788 Q9UBK8"
414,3,0.3265,0.9794,6.094,0.07491,0.959572,"P13498 P04839 Q8NDH2"
415,8,0.3018,8.452,141.5,0.05092,0.999026,"Q6UX41 Q14393 Q95460 Q9NRU3 Q12918 P13747 Q96GX1 Q9H6L2"
416,8,0.3212,8.992,28.48,0.1682,0.562955,"Q6UXN7 P15814 Q9UH62 B3EWG3 B3EWG6 B3EWG5 Q9H8U3 Q9P0S2"
417,3,0.5184,1.555,19.11,0.05833,0.985452,"Q13241 Q13445 Q9HCI6"
418,4,0.3209,1.925,37.48,0.04062,0.984809,"P21854 Q02297 P35670 Q96LC7"
419,4,0.3259,1.955,59.17,0.02829,0.969699,"Q99615 Q8NDG6 Q15785 Q2VIR3"
420,28,0.3003,113.5,712.5,0.1287,0.999766,"Q8N9E0 P52926 Q9Y5B9 Q08945 P62805 P84243 Q01831 P49916 O75367 P0C0S5 P12956 P0C0S8 Q96A08 Q8N257 P06746 Q99877 P04908 Q6FI13 Q16777 Q6ZRQ5 Q3T8J9 Q8IUE6 Q9P0M6 Q8IW19 Q9NUW8 Q96HA7 Q9UGN5 O00479"
421,6,0.3043,4.565,95.27,0.04082,0.993467,"Q7Z2K6 Q8WVX3 O95484 Q9UIG8 Q9NWC5 Q9UBD6"
422,5,0.3017,3.017,50.50,0.04750,0.996692,"Q9BUF7 Q9H0R3 Q6P5S7 O75920 Q12908"
423,7,0.3155,6.625,183.3,0.03250,0.999299,"O95872 Q9NQX0 Q9C0B1 Q6PF18 Q07869 A8MTA8 Q8TDC0"
424,3,0.3995,1.198,7.046,0.08414,0.808633,"Q8N2Z9 A8MT69 Q9BTP7"
425,6,0.3038,4.557,40.52,0.07984,0.977336,"P35249 Q9BVC3 Q8WVB6 O60671 P0CG13 Q99638"
426,14,0.3066,27.91,250.1,0.09118,0.999997,"P61088 P00338 P13804 P18085 P84077 P07195 Q6ZMR3 Q9BYZ2 P11310 P07864 P50213 Q96I99 P40925 P07339"
427,11,0.3069,16.88,397.3,0.03870,0.999969,"Q6NYC8 Q68D86 Q9H257 Q53FD0 O95678 A6NC98 P61968 Q9UJ78 P17661 P19012 Q14525"
428,28,0.3027,114.4,1020,0.09611,1.00000,"P59990 P60329 Q3LI67 P59991 P54259 Q3LI64 Q3LI72 Q8IUC1 Q03989 Q9BYR6 P32242 Q3LI76 Q3LI66 Q3LHN2 Q96LM6 Q16633 A8MV65 Q15915 Q96F45 O60548 Q3SYF9 Q7L0R7 O95231 Q99697 Q6PEX3 Q9BXF9 Q7RTU3 Q3MIV0"
429,5,0.3358,3.358,70.15,0.04022,0.928164,"Q9HCK0 Q9BUZ4 Q9UJ78 P14598 P19878"
430,4,0.3836,2.302,27.01,0.06169,0.992931,"Q9H3H9 Q96EI5 P51784 Q5K130"
431,7,0.3414,7.169,96.03,0.06117,0.999299,"Q9Y3B3 P49755 Q9BVK6 Q7Z7H5 Q9Y3A6 Q9Y5X9 P54802"
432,5,0.3006,3.006,98.54,0.02695,0.996692,"P10619 P61970 P61586 Q8NCW5 P08134"
433,5,0.3250,3.250,88.30,0.03200,0.996692,"Q5W0B7 Q9NS71 Q96DZ7 Q8N6R1 Q7Z7N9"
434,5,0.3091,3.091,60.58,0.04195,0.996692,"Q9NRC1 Q9NY59 Q96FQ6 Q9HCY8 Q99584"
435,5,0.3056,3.056,85.24,0.03109,0.993907,"Q9NUM3 Q9NP94 Q6ZP29 Q86W50 Q9UDX5"
436,4,0.3028,1.817,56.66,0.02733,0.992931,"Q7Z7C7 P78358 Q96HQ2 Q496Y0"
437,5,0.3156,3.156,20.92,0.09261,0.952654,"P52655 P62380 P52657 P57723 Q6A555"
438,5,0.3367,3.367,97.13,0.03047,0.969949,"O43602 Q08493 P50221 P45984 Q8IXS8"
439,4,0.3281,1.969,76.40,0.02279,0.992931,"O76064 Q9C0F1 Q6P2H3 Q13233"
440,14,0.3157,28.72,242.8,0.09590,0.999815,"P24530 Q96A65 O60645 Q9UJT2 Q9NV70 Q9UPT5 Q96EV8 Q86VI1 Q9NUP1 O00471 Q8TAG9 P27930 Q9Y2D4 Q96KP1"
441,53,0.2784,383.7,1263,0.2189,0.998628,"P41223 P62306 Q15427 Q9Y5U2 Q15428 O60508 O94906 Q15393 Q6P2Q9 O75643 P62318 P62316 P62304 P62314 Q9HCS7 Q9BZJ0 O60306 Q9BRX9 Q13573 Q8WUD4 Q9UNP9 Q9ULR0 O95926 P14678 O60828 O43395 O43290 Q9BRR8 Q96AT1 Q96NB3 Q9Y5B6 Q69YN2 P62308 P09012 O43172 Q56P03 Q9Y312 O95905 Q15029 P08579 P63162 P09661 O43660 Q9UMS4 Q15459 Q12874 Q96IZ7 Q96DI7 Q9H5Z1 O75533 O95400 Q6P3X3 Q8IYT2"
442,5,0.3209,3.209,50.17,0.05064,0.993907,"P32320 O75608 Q16555 Q5R3I4 P31277"
443,10,0.3011,13.55,182.9,0.06258,0.999933,"O43291 Q96FV3 Q9HBX9 Q8N6P7 P07099 Q16850 Q9NV66 B0FP48 E5RIL1 Q9BQ31"
444,12,0.3016,19.90,190.4,0.08497,0.999902,"P61758 P62879 O15212 O94763 Q9H6T3 Q9UHV9 Q9NUG6 Q8N688 O60925 Q9NQP4 Q9GZS3 Q9BVA0"
445,9,0.3035,10.92,108.2,0.07966,0.991441,"Q6ZU65 P17096 P54198 Q9Y6J0 P47902 Q9NVP2 Q8TF32 Q06413 Q02080"
446,10,0.3016,13.57,314.1,0.03903,0.998586,"O43561 Q96EC8 Q5QGT7 Q9NUM3 Q6N075 O15552 Q0VDI3 Q8WWF3 Q96P66 Q9NYW4"
447,6,0.3231,4.846,32.58,0.09804,0.977336,"O15442 Q96BW1 P10588 P10589 Q9NWZ5 Q9HA47"
448,16,0.3066,36.79,209.3,0.1323,0.998633,"Q9C0J8 Q8IWL8 A6NMK7 P51003 Q9H0L4 Q9UKF6 P33240 Q05048 Q92797 Q12996 Q6UN15 O95639 Q9P2I0 O15460 Q10570 Q9NRJ5"
449,5,0.3581,3.581,116.7,0.02750,0.996692,"Q06455 Q8NA61 Q9UHB4 Q6ZU52 P14652"
450,15,0.3001,31.51,382.2,0.07100,0.999889,"Q52LG2 Q9NYG5 Q9BYR6 Q9BYR8 Q3LI76 Q96LM6 Q16633 A8MV65 O60548 Q3SYF9 Q7L0R7 Q99697 O43593 Q99895 Q53SZ7"
451,4,0.3208,1.925,47.81,0.03334,0.992931,"O95980 Q96LC9 Q8WTU2 Q9NZB8"
452,4,0.3019,1.811,19.33,0.06215,0.903035,"Q5D1E8 P59910 O00444 Q9UMS6"
453,6,0.3270,4.905,119.8,0.03587,0.998474,"O43808 Q16581 P19075 Q96MH6 Q9BXS9 Q6P1A2"
454,5,0.3272,3.272,92.39,0.03096,0.996692,"Q9UPP5 Q9Y6R0 P49757 Q8IV45 Q5VST9"
455,39,0.3038,225.1,818.0,0.2008,0.996911,"P62306 Q15427 Q15428 Q15696 Q15393 O75643 P62318 P62316 P62304 P62314 Q9HCS7 O60306 P14678 O43719 O75940 Q9BWU0 P62308 Q9UDW3 P09012 Q16560 P08579 P63162 P09661 O43660 Q15459 Q12874 P54105 Q7RTV0 Q9H875 Q13435 Q8N954 O75533 Q6IEG0 Q9BWJ5 Q9Y3B4 Q96F63 Q96LT9 Q8IYT2 Q8N8D1"
456,4,0.3840,2.304,19.23,0.07800,0.903035,"Q9NPJ3 P31939 Q96Q11 Q9UQP3"
457,5,0.3182,3.182,38.70,0.06133,0.952654,"Q8NC67 Q9H0V1 Q8WW62 P01911 P79483"
458,5,0.3233,3.233,99.10,0.02878,0.996692,"O43189 Q8NC74 P52739 Q9H6Z9 P56545"
459,5,0.3245,3.245,63.28,0.04240,0.981643,"Q8N9W6 Q96HR8 Q7Z4W3 Q99954 O43820"
460,23,0.3222,81.52,264.0,0.2082,0.952506,"Q9P2B7 P30260 O60566 Q9UJX3 Q12834 Q96DE5 Q9UJX4 Q9UJX5 Q9H1A4 Q8NHZ8 Q9UM11 Q9BS18 Q9H6Y5 O95922 Q6PH81 Q9UKT4 P51955 Q9UM13 Q8N726 O43684 P01210 Q6ZSR9 Q9UKI9"
461,13,0.3001,23.41,415.5,0.05036,0.999834,"O75360 Q8IUC2 Q5TA45 Q8TDS5 P0C870 Q99932 Q8N5J4 Q15915 P0CG20 Q3SYF9 O95231 Q6PEX3 Q53HV7"
462,4,0.3021,1.813,16.56,0.06874,0.992931,"Q99909 Q96CN5 Q16385 Q7RTT5"
463,8,0.3068,8.590,180.5,0.04188,0.994959,"P07237 P14625 P27797 Q00325 P55072 Q15293 Q969W3 Q9H009"
464,5,0.3004,3.004,83.35,0.03118,0.996692,"Q8N6F8 A1E959 P09234 Q3MIV0 Q9P2R6"
465,3,0.4609,1.383,8.080,0.08943,0.959572,"P31513 Q96HU1 P01111"
466,4,0.3024,1.815,15.09,0.07286,0.764757,"Q9BUT1 Q6P1Q9 Q9BWK5 Q6UWP2"
467,6,0.3234,4.851,80.98,0.04958,0.995880,"P48594 P29508 Q96M60 A1L4L8 Q14330 P32298"
468,4,0.4612,2.767,29.67,0.06843,0.992931,"Q3B8N2 P51790 P51795 P08183"
469,4,0.3156,1.894,57.75,0.02799,0.992931,"Q8WVV5 O75712 Q6ZMD2 O43934"
470,4,0.3339,2.004,69.08,0.02534,0.992931,"P09067 Q9BYD5 P58317 Q9HBT8"
471,4,0.3019,1.811,55.44,0.02776,0.992931,"Q6P1M3 Q9UQ84 Q9C0J9 Q13233"
472,5,0.3132,3.132,30.83,0.07124,0.996692,"Q15475 Q9NPC8 Q99502 O95677 Q8N196"
473,4,0.3524,2.115,50.19,0.03506,0.992931,"P05813 P26998 Q9Y6H1 Q96DN6"
474,11,0.3171,17.44,169.4,0.08352,0.999594,"Q92598 Q9HAV7 O75896 P25685 P38646 Q8WW22 Q13217 P31689 P34932 O95757 Q9UDY4"
475,3,0.4209,1.263,11.03,0.06901,0.985452,"Q5J5C9 Q6UX15 O43934"
476,4,0.3500,2.100,53.52,0.03300,0.903035,"Q4LDR2 Q86VI4 Q14542 Q8NEB5"
477,7,0.3207,6.734,135.2,0.04320,0.999299,"Q86VP1 Q15025 Q99732 Q6ZMK1 Q96KP6 P21580 Q9BXW4"
478,4,0.3383,2.030,71.53,0.02489,0.992931,"O75093 Q3SY46 Q9P2F9 Q9Y2K5"
479,4,0.3063,1.838,49.38,0.03104,0.992931,"P78337 Q9UGK8 Q9Y458 A5LHX3"
480,14,0.3045,27.71,177.2,0.1190,0.999980,"Q8N8Y2 Q96NT0 Q13488 O15342 Q93050 Q9HBG4 Q9Y487 O95670 Q9Y5K8 Q15904 P36543 P21283 Q16864 P15313"
481,25,0.2575,77.25,466.8,0.1300,0.998914,"Q9NYF8 Q6PJT7 Q9Y3X0 Q53F19 Q9BY77 Q8NI27 Q6I9Y2 Q86V81 Q13838 O75152 Q99873 Q96QD9 Q9Y3Y2 Q96FV9 Q13769 P82979 Q96J01 O00148 Q86W42 Q6ZUT6 Q8N9M1 B0I1T2 Q9NYS7 Q86U42 Q6P6C2"
482,15,0.3017,31.68,219.5,0.1127,0.999976,"Q9BRC7 P42568 Q9UHB7 O60563 Q13428 P50750 P55199 Q03111 Q9H6A0 O00472 Q9HB65 P51825 Q8NCB2 Q15283 O60583"
483,12,0.2710,17.89,159.1,0.08899,0.998782,"Q96EP5 Q15366 P31483 Q15365 Q96I24 O43715 P48739 Q9NTZ6 P15559 P34949 P55263 P98171"
484,7,0.3756,7.888,36.13,0.1360,0.963181,"Q8N1I0 Q8IZD9 Q96JJ3 O60285 Q92556 Q14185 Q96BJ8"
485,4,0.3321,1.993,69.30,0.02513,0.992931,"Q9NXH9 Q8IXZ2 O95997 Q9UPS6"
486,16,0.3124,37.49,375.4,0.08428,0.999755,"Q9NPE2 Q8TBY0 O43347 P38159 A0AV96 Q6P087 Q8IXZ2 Q9Y2Z4 O75127 Q8TCC3 O00425 Q9NYY8 Q9NUL7 Q96I51 O95900 Q6XE24"
487,7,0.3056,6.417,110.7,0.04893,0.996355,"P41227 Q8WYK0 Q8IUR6 Q8IVF7 Q9BSU3 Q9NX55 Q8WYP3"
488,16,0.3041,36.49,287.6,0.1025,0.999965,"Q15424 Q14151 O14979 P35637 P52272 Q13470 P55795 P22626 P51991 Q92804 Q9UH17 Q07666 Q8IXT5 Q9BUJ2 P31942 Q13151"
489,6,0.3570,5.355,126.4,0.03724,0.998474,"Q8NB12 Q9NRQ2 Q2WGJ6 Q16348 Q9BSH5 Q9H5F2"
490,3,0.3810,1.143,12.57,0.05798,0.985452,"Q5VZF2 Q9NUK0 Q9NR56"
491,15,0.2733,28.70,86.16,0.1981,0.829957,"P63215 P29992 P62879 P62873 P63211 P50150 P50151 P50148 Q14344 Q9HAV0 O95467 P84996 P59768 P63218 Q03113"
492,4,0.3075,1.845,47.15,0.03237,0.843839,"P21145 A2RRL7 Q9BQT9 Q8N539"
493,4,0.3473,2.084,33.77,0.04752,0.903035,"Q96HH9 Q3KR37 Q8IYS0 O75071"
494,4,0.3233,1.940,55.88,0.02947,0.992931,"Q3LI70 Q96MA1 Q9NQ32 A8MUP2"
495,14,0.2726,24.81,221.6,0.09038,0.992109,"Q5MIZ7 P0DMV0 P0DMU8 P0DMU7 Q6IN85 P60510 Q9Y570 Q15257 Q9NY27 Q96RY5 Q5DJT8 Q9NZK7 Q14678 P62256"
496,5,0.3490,3.490,18.90,0.1078,0.981643,"Q9Y3E2 Q53S33 A6NI73 Q86SX6 Q9H0T7"
497,20,0.4074,77.41,164.9,0.2742,0.462286,"Q96ST3 Q9HAJ7 Q5PSV4 Q9BW11 Q4LE39 Q9H0E3 Q9H7L9 Q9BUL5 Q9HCU9 Q9NP50 Q9H160 P29374 O75182 O75446 Q9P281 Q9UK53 Q05195 Q9GZN2 Q6ZNC4 Q8IUE1"
498,6,0.3302,4.953,72.24,0.05553,0.977336,"O95714 Q96JN8 Q9Y5T5 Q96LW4 Q8IXS2 Q9HAE3"
499,4,0.3065,1.839,59.37,0.02657,0.992931,"Q5BJF2 Q9UBD6 Q8WWH4 Q13336"
500,6,0.3092,4.638,15.49,0.1444,0.531907,"Q6UWD8 P01562 Q7Z7J7 P01571 P01569 Q9NXT0"
501,5,0.3092,3.092,80.46,0.03305,0.996692,"Q7Z4V5 O75475 P51858 Q9Y3E1 Q6P1X5"
502,4,0.3004,1.803,47.13,0.03166,0.903035,"O95295 A1L168 Q9C075 Q8IV53"
503,4,0.3604,2.162,32.58,0.05059,0.992931,"Q9UKG4 O95452 Q9BZJ8 P41143"
504,5,0.4219,4.219,21.08,0.1195,0.894962,"Q9H0R1 Q96JI7 Q2VPB7 Q9NUS5 O43299"
505,4,0.3205,1.923,24.00,0.05670,0.992931,"P06454 O00193 Q9NX55 P82970"
506,11,0.3020,16.61,198.4,0.07008,0.999969,"O60906 Q9UN71 Q96FV3 Q8N6P7 P07099 Q9P2E8 Q16850 Q8N2G8 Q6NUM9 Q9Y5G0 Q9Y5G2"
507,6,0.3077,4.615,52.85,0.06645,0.998474,"P02788 P00738 Q9UGM3 Q659A1 Q9BQ65 Q9HAB8"
508,4,0.3170,1.902,31.36,0.04610,0.992931,"Q8IVH8 Q9UBX7 Q9Y4K0 P23946"
509,6,0.3096,4.643,59.37,0.06108,0.998474,"P15923 O15353 Q68G74 P15173 Q6QHK4 P47928"
510,4,0.3742,2.245,60.85,0.03158,0.984809,"P41743 Q5VTU8 Q9BPW8 O75323"
511,7,0.3200,6.720,40.61,0.1096,0.992403,"Q16671 P51812 Q15349 Q15418 Q9Y3Q7 Q6NXR0 Q16816"
512,13,0.3081,24.03,178.0,0.1054,0.989492,"Q9NTJ5 Q9Y678 P78508 P53618 P53621 P60468 Q9UBF2 P48444 O14579 P35606 P61923 Q9P299 Q9UKI2"
513,4,0.3083,1.850,30.91,0.04538,0.992931,"Q9NQS7 Q96GD4 Q9UQB9 Q02388"
514,16,0.3562,42.75,162.2,0.1804,0.995084,"Q86SQ7 Q13155 P41252 P54136 Q5VTE0 P07814 P14868 P56192 Q15046 Q9P2J5 A2RTX5 Q12904 O43324 Q6FI81 P49588 Q9Y237"
515,7,0.3347,7.028,100.2,0.05798,0.992403,"Q6ZPD8 Q969L2 P49638 Q9ULP0 Q9UKF7 Q8WY91 O00141"
516,4,0.4859,2.916,10.03,0.1392,0.903035,"Q16236 O15525 O60675 Q9Y4A8"
517,35,0.3003,178.7,971.7,0.1464,0.999997,"Q9UQM7 Q9NWB1 Q8IUC2 Q3LI72 Q9Y2Y4 Q03989 Q14847 Q9H0E2 P54253 Q96K80 Q92567 P15822 P86481 P86496 P86480 P86479 P86478 O43251 Q6NXG1 O14503 Q6P1W5 Q93062 Q8N9W6 Q8TDS5 Q6ZRY4 Q96LM6 Q15038 Q01085 Q9BZC1 P0C7T5 Q9BQY4 Q66K41 Q7Z4W3 A1A580 Q53SZ7"
518,4,0.3257,1.954,29.24,0.04986,0.984809,"P19075 Q96MH6 Q5W0Z9 Q3SY17"
519,6,0.3368,5.052,32.53,0.1019,0.977336,"Q96EX3 O14576 Q9NP97 P51808 O43237 Q8WU43"
520,4,0.3190,1.914,8.952,0.1014,0.943824,"Q5VY80 Q9BZM5 Q9UN72 Q9Y5H9"
521,4,0.3073,1.844,59.36,0.02664,0.984809,"Q8IZF4 Q96MH6 P30532 Q99720"
522,4,0.3245,1.947,28.96,0.05005,0.992931,"Q8N4U5 Q9NY65 P38935 Q12849"
523,5,0.3610,3.610,58.27,0.05023,0.981643,"A2RU14 O95452 Q9BZJ8 Q9NTQ9 Q9Y5X5"
524,4,0.3070,1.842,49.29,0.03115,0.984809,"Q13490 P24158 Q9HBZ2 P07288"
525,13,0.3147,24.54,262.5,0.07840,0.999262,"Q8N9Q2 Q9BU76 Q8N9E0 Q96MF2 Q5HYN5 O75400 Q6ZUT1 Q9UK58 Q2KHN1 P0DMU9 Q9H190 Q99877 Q5M9Q1"
526,4,0.3396,2.038,35.02,0.04522,0.992931,"P29400 Q8TB40 O95718 Q96EP9"
527,13,0.3044,23.75,191.9,0.09825,0.998267,"Q14738 Q9BWN1 Q15173 Q15172 P51959 Q13362 P62714 P56704 P30154 P63151 Q5FBB7 Q16537 Q8N2R8"
528,9,0.3004,10.81,90.53,0.09062,0.999713,"Q52LJ0 Q8NCA5 Q15102 Q92499 Q9Y224 Q9Y3I0 O95456 P68402 Q96M27"
529,6,0.3042,4.563,36.90,0.08536,0.885117,"Q16890 P55327 O60391 O43399 Q96J77 Q8TCU5"
530,4,0.3272,1.963,25.62,0.05517,0.992931,"P06454 O00193 Q8WU90 P82970"
531,7,0.3048,6.400,112.8,0.04806,0.989275,"Q6PI78 Q13113 P0DN84 Q96IK0 Q96CE8 Q15800 Q16653"
532,8,0.3027,8.476,163.8,0.04503,0.996297,"P51684 P41587 Q9NRX5 O94886 Q68DH5 O95427 Q8N5B7 Q9BXC0"
533,4,0.3527,2.116,37.95,0.04403,0.992931,"Q15116 Q9BV35 Q6KCM7 Q96A46"
534,3,0.3405,1.021,8.846,0.06437,0.959572,"Q9UMD9 Q9P202 Q9BXL5"
535,7,0.3082,6.472,173.7,0.03332,0.994698,"O00463 P78317 Q8IZU1 Q9NVV9 P78364 Q86YM7 Q9H320"
536,9,0.3436,12.37,112.3,0.08670,0.995964,"Q9H3P2 Q8IXH7 Q09161 P52298 P18615 Q8WX92 P38935 Q86Y38 Q5VV67"
537,13,0.3005,23.44,476.8,0.04455,0.999984,"Q96LB3 Q8N3L3 A0A1B0GTZ2 O76015 P40222 O60941 Q96M91 Q8TD31 Q05D60 Q9Y2J4 Q8N6Y0 Q8TEC5 Q8IYY4"
538,5,0.3053,3.053,80.92,0.03249,0.996692,"O43474 Q8ND83 P55771 Q12774 Q7Z7L7"
539,4,0.3049,1.829,59.93,0.02622,0.992931,"Q03060 Q9NS91 O43295 Q00978"
540,3,0.3802,1.141,13.29,0.05581,0.808633,"Q9UKI8 Q6PK81 Q16534"
541,12,0.3042,20.07,179.1,0.08995,0.999846,"P07954 Q96EP5 Q9UMY4 O60493 P00966 O00625 Q8TDQ7 Q6P587 Q13126 P46926 Q9NR45 P14550"
542,5,0.3115,3.115,30.91,0.07075,0.993907,"P20226 Q8IYW5 Q96FZ7 Q6SJ96 Q9Y5A7"
543,13,0.3006,23.45,104.9,0.1520,0.931516,"P38936 Q00535 Q00526 P30281 P22674 P46527 P24864 P33552 O96020 Q14094 P49918 P24385 P30279"
544,3,0.5185,1.555,12.62,0.07708,0.808633,"Q5T7P8 Q6XYQ8 Q9BQG1"
545,6,0.3095,4.643,89.80,0.04362,0.998474,"O60403 Q9BRB3 Q9Y5W7 Q9NP78 Q8TDW0 Q5T197"
546,4,0.3071,1.842,27.04,0.04995,0.903035,"P20810 Q9Y570 Q96DG6 A6NHC0"
547,4,0.3241,1.944,35.99,0.04233,0.442275,"Q2TAL8 Q8TC94 H3BRN8 O14926"
548,5,0.3073,3.073,84.26,0.03157,0.989214,"Q8N6F8 Q5BKX5 Q9NQ94 O95947 A1A580"
549,5,0.3387,3.387,80.88,0.03593,0.952654,"Q13310 P62891 Q92901 O14746 Q9H4A4"
550,4,0.3030,1.818,55.09,0.02801,0.903035,"Q2NL98 Q7Z5V6 Q6GQQ9 Q8TE49"
551,14,0.3244,29.52,207.5,0.1114,0.997281,"O43633 Q9HD42 Q9Y3E7 P53990 Q9H3S7 Q8WV92 Q9UBP0 O75351 Q7LBR1 Q9NZZ3 O95630 Q9NP79 Q96K21 Q9UN37"
552,3,0.4138,1.241,5.236,0.09949,0.985452,"Q8IVL1 Q8IVL0 P52945"
553,9,0.3036,10.93,144.4,0.06307,0.994778,"Q09666 P26640 P16949 P04792 P29692 P24534 Q9UK76 P55809 Q9H910"
554,6,0.3175,4.762,76.87,0.05086,0.995880,"Q6DKI2 Q9UP95 Q8NCS7 Q9UHW9 Q5TZ20 Q8NGN2"
555,5,0.3193,3.193,31.09,0.07210,0.989214,"Q05D60 P12757 O15525 O60675 Q9Y4A8"
556,6,0.3701,5.551,34.20,0.1073,0.989880,"O43615 P08123 P02461 O75616 P02452 Q7Z624"
557,5,0.3040,3.040,55.84,0.04414,0.996692,"Q14574 Q3MIR4 Q8TDY8 O43556 Q2VWP7"
558,13,0.3249,25.34,234.8,0.08858,0.997191,"Q29RF7 Q7Z5K2 Q8N3U4 Q9NTI5 Q92995 Q9UQE7 Q96FF9 Q7Z7M8 Q14683 O60216 O95072 Q8WVM7 Q8NDV3"
559,4,0.3013,1.808,61.78,0.02526,0.992931,"Q5VX71 Q5T4B2 P43365 Q9BVV2"
560,12,0.3002,19.81,271.4,0.06285,0.999986,"Q9ULJ7 P48634 Q9H501 Q5T200 Q49MG5 Q92800 Q9UEU5 Q96BM0 Q15121 Q5JVS0 Q53QV2 Q9BRU2"
561,4,0.3466,2.080,20.69,0.06760,0.903035,"Q9H0N5 P61457 P35680 P20823"
562,6,0.3000,4.501,87.08,0.04345,0.998474,"Q8NHP1 Q96C57 Q9HAU5 Q5JVS0 Q9BRU2 Q9BZI7"
563,27,0.3008,105.6,329.8,0.2158,0.988802,"Q13619 Q9H0C5 Q9BX70 Q6JEL2 Q53RE8 P61201 Q13098 Q9H9Q2 Q9BT78 Q92905 Q8WXC6 Q8WV16 Q13620 Q13617 Q92466 Q8N1E6 Q9UBW8 P61081 Q7L5N1 Q96L50 Q99627 Q9UNS2 O43583 O95704 Q7L5Y6 O94844 Q3SXM0"
564,11,0.3077,16.92,165.6,0.08272,0.999969,"Q9UN71 Q96FV3 Q8N6P7 P07099 Q16850 Q9NV66 Q6NUM9 Q9Y5G0 Q9BQ31 Q9Y5G2 Q9Y5H8"
565,4,0.3011,1.806,33.04,0.04216,0.764757,"Q9ULI3 P47929 Q14894 P98161"
566,5,0.3143,3.143,83.93,0.03238,0.993907,"P56748 Q9BZL3 Q9H2H9 Q9BQ51 P27701"
567,6,0.3194,4.791,60.47,0.06201,0.989880,"Q14210 Q8IZK6 Q92478 Q9GZU1 O75907 P49641"
568,16,0.3017,36.20,252.5,0.1129,0.997506,"Q9BXL8 Q9BWN1 Q14140 Q66LE6 Q13362 P67775 Q12950 P62714 Q9NUC0 A2A3K4 P56704 P30154 P63151 Q16537 Q9Y2T4 O43638"
569,5,0.3338,3.338,71.63,0.03928,0.894962,"P54253 O43186 P41225 P56693 Q9BUN1"
570,6,0.3573,5.360,56.65,0.07242,0.984681,"Q9NR33 P09884 P56282 Q9NXN4 Q07864 Q9NRF9"
571,4,0.3043,1.826,60.78,0.02586,0.903035,"Q9H7E2 O43143 Q9NXZ2 Q96I76"
572,5,0.3045,3.045,63.34,0.03986,0.993907,"P13224 A0PK11 Q9P244 Q0P6H9 Q16627"
573,10,0.3218,14.48,145.0,0.08067,0.998586,"Q9H4L4 P0C5Y9 Q9NXF1 Q9Y4W2 Q5SY16 Q96BT1 O14836 Q9BV38 Q8NCU7 Q8IZL8"
574,6,0.3358,5.037,107.6,0.04040,0.984681,"Q9H1A3 Q13433 Q7L5N7 Q9ULF5 Q6ZMH5 Q8IVP5"
575,5,0.3075,3.075,74.42,0.03515,0.996692,"Q7KZ85 P63272 O94915 O43692 Q8IV32"
576,5,0.3603,3.603,72.21,0.04199,0.989214,"P19338 P63272 P06454 Q8TBY0 O60841"
