2,mean.cos.sim
P25686Q13283,0.5918762
P25705Q13283,0.4063097
P25774Q13283,0.02679863
P25786Q13283,0.48736286
P25787Q13283,0.51620966
P25788Q13283,0.38102883
P25789Q13283,0.45201835
P25791Q13283,0.387219
P25800Q13283,0.3270041
P25815Q13283,0.59347695
P25874Q13283,0.076822445
P25942Q13283,0.25114888
P25963Q13283,0.5966892
P26006Q13283,0.069251224
P26010Q13283,0.33937055
P26012Q13283,0.09817455
P26022Q13283,0.50844896
P26038Q13283,0.40479794
P26045Q13283,0.45358437
P26196Q13283,0.53552234
P26232Q13283,0.36460036
P26358Q13283,0.67945445
P26367Q13283,0.5195303
P26368Q13283,0.7451567
P26371Q13283,0.34582144
P26373Q13283,0.65958035
P26374Q13283,0.20943484
P26378Q13283,0.7243509
P26439Q13283,0.35809556
P26440Q13283,0.15727589
P26441Q13283,0.22504945
P26447Q13283,0.479518
P26572Q13283,0.09874716
P26583Q13283,0.6127974
P26599Q13283,0.74201554
P26639Q13283,0.4039598
P26640Q13283,0.50271076
P26641Q13283,0.5490156
P26651Q13283,0.46970242
P26678Q13283,0.20667097
P26715Q13283,0.13933715
P26717Q13283,0.14083418
P26718Q13283,0.07797897
P26842Q13283,0.25173008
P26885Q13283,0.4859776
P26927Q13283,0.1445435
P26951Q13283,0.1812661
P26998Q13283,0.38564295
P27037Q13283,0.18752274
P27105Q13283,0.26970655
P27144Q13283,0.3911019
P27169Q13283,0.2871402
P27216Q13283,0.5879978
P27338Q13283,0.15763122
P27348Q13283,0.53160655
P27352Q13283,0.073617175
P27361Q13283,0.5973655
P27448Q13283,0.54167044
P27449Q13283,0.16647725
P27469Q13283,0.23693188
P27482Q13283,0.5157357
P27540Q13283,0.4207037
P27544Q13283,0.34247816
P27635Q13283,0.6164881
P27658Q13283,0.52162856
P27694Q13283,0.66584176
P27695Q13283,0.66834307
P27701Q13283,0.031740718
P27707Q13283,0.48044086
P27708Q13283,0.44379243
P27797Q13283,0.45637265
P27815Q13283,0.28273228
P27816Q13283,0.6422148
P27824Q13283,0.2810689
P27918Q13283,0.3739888
P27930Q13283,0.40844646
P27986Q13283,0.44223547
P27987Q13283,0.5259532
P28039Q13283,0.19455856
P28062Q13283,0.4520947
P28065Q13283,0.48192486
P28066Q13283,0.5653209
P28068Q13283,0.0
P28069Q13283,0.26681966
P28070Q13283,0.4683538
P28072Q13283,0.41729775
P28074Q13283,0.40681824
P28161Q13283,0.1316568
P28222Q13283,0.24756832
P28288Q13283,0.37373933
P28289Q13283,0.55415225
P28290Q13283,0.45120278
P28300Q13283,0.41353637
P28324Q13283,0.4417531
P28325Q13283,0.29747295
P28328Q13283,0.14096871
P28329Q13283,0.21213214
P28330Q13283,0.23500521
P28331Q13283,0.25838363
P28335Q13283,0.3150306
P28340Q13283,0.4138187
P28347Q13283,0.5936947
P28358Q13283,0.083275564
P28360Q13283,0.44604272
P28370Q13283,0.58011997
P28472Q13283,0.017201165
P28482Q13283,0.473991
P28566Q13283,0.047015734
P28676Q13283,0.41588616
P28698Q13283,0.11193558
P28702Q13283,0.4328064
P28715Q13283,0.49509954
P28749Q13283,0.23813233
P28799Q13283,0.43026647
P28827Q13283,0.06584485
P28838Q13283,0.50120926
P28845Q13283,0.1344683
P28906Q13283,0.023271846
P28908Q13283,0.3327345
P29016Q13283,0.1639885
P29033Q13283,0.15045659
P29034Q13283,0.5785488
P29074Q13283,0.2451897
P29083Q13283,0.7258047
P29084Q13283,0.6659224
P29120Q13283,0.13158572
P29122Q13283,0.029435461
P29144Q13283,0.42340642
P29218Q13283,0.2520295
P29274Q13283,0.18325306
P29279Q13283,0.4329285
P29317Q13283,0.32767874
P29320Q13283,0.16725175
P29322Q13283,0.014732292
P29323Q13283,0.28724033
P29350Q13283,0.37663147
P29353Q13283,0.52995026
P29371Q13283,0.5012366
P29372Q13283,0.36037582
P29373Q13283,0.27776384
P29374Q13283,0.55714536
P29375Q13283,0.6396043
P29376Q13283,0.019385526
P29400Q13283,0.35073355
P29401Q13283,0.44869605
P29459Q13283,0.17447838
P29466Q13283,0.52323765
P29474Q13283,0.36932653
P29475Q13283,0.4960286
P29508Q13283,0.511022
P29558Q13283,0.57269347
P29590Q13283,0.51917446
P29597Q13283,0.446191
P29622Q13283,0.12770939
P29692Q13283,0.71186054
P29728Q13283,0.3465213
P29762Q13283,0.24356718
P29803Q13283,0.08951096
P29966Q13283,0.5940956
P29972Q13283,0.37406135
P29973Q13283,0.26359802
P29992Q13283,0.1761174
P30038Q13283,0.23016238
P30039Q13283,0.5733594
P30040Q13283,0.38139743
P30041Q13283,0.2559748
P30043Q13283,0.056315154
P30044Q13283,0.4107992
P30047Q13283,0.28880957
P30048Q13283,0.5675313
P30049Q13283,0.36512607
P30050Q13283,0.554138
P30084Q13283,0.45412666
P30085Q13283,0.44701472
P30086Q13283,0.57715833
P30101Q13283,0.45326033
P30153Q13283,0.53240854
P30154Q13283,0.4112304
P30203Q13283,0.50356257
P30260Q13283,0.6196821
P30273Q13283,0.2869109
P30279Q13283,0.35719717
P30281Q13283,0.49256188
P30291Q13283,0.44926924
P30301Q13283,0.31656864
P30304Q13283,0.29017016
P30305Q13283,0.26836988
P30307Q13283,0.40816846
P30405Q13283,0.3882311
P30414Q13283,0.69440657
P30419Q13283,0.62282795
P30511Q13283,0.04533846
P30518Q13283,0.35974568
P30519Q13283,0.2537678
P30520Q13283,0.2745226
P30531Q13283,0.12500195
P30532Q13283,0.1331147
P30533Q13283,0.35732302
P30536Q13283,0.113861226
P30550Q13283,0.39503303
P30556Q13283,0.18942371
P30566Q13283,0.32626978
P30613Q13283,0.17496434
P30622Q13283,0.7212767
P30626Q13283,0.54820216
P30679Q13283,0.20674686
P30711Q13283,0.35510474
P30740Q13283,0.558881
P30793Q13283,0.46551114
P30825Q13283,0.26865345
P30837Q13283,0.33516353
P30838Q13283,0.26983562
P30876Q13283,0.5504939
P30926Q13283,0.2461344
P30953Q13283,0.031262655
P30968Q13283,0.27522275
P30989Q13283,0.29107365
P30990Q13283,0.041561347
P31025Q13283,0.4689569
P31040Q13283,0.22656965
P31146Q13283,0.32021236
P31150Q13283,0.44174546
P31151Q13283,0.42129517
P31152Q13283,0.28852886
P31153Q13283,0.25067946
P31213Q13283,0.40867537
P31249Q13283,0.3942017
P31260Q13283,0.22741227
P31267Q13283,0.08485933
P31268Q13283,0.34946877
P31269Q13283,0.080808446
P31270Q13283,0.10277927
P31271Q13283,0.41993436
P31273Q13283,0.35836205
P31274Q13283,0.36309853
P31275Q13283,0.21886313
P31276Q13283,0.38291487
P31277Q13283,0.24796006
P31321Q13283,0.607957
P31323Q13283,0.41955584
P31327Q13283,0.30615982
P31350Q13283,0.47206888
P31358Q13283,0.1671583
P31371Q13283,0.2727482
P31431Q13283,0.44982997
P31483Q13283,0.7276412
P31512Q13283,0.15426783
P31513Q13283,0.11299713
P31629Q13283,0.29929778
P31639Q13283,0.016375916
P31641Q13283,0.113839105
P31644Q13283,0.013324221
P31689Q13283,0.57033
P31749Q13283,0.49336928
P31751Q13283,0.51233375
P31785Q13283,0.13097207
P31930Q13283,0.1202905
P31937Q13283,0.20954931
P31939Q13283,0.35988218
P31941Q13283,0.044251792
P31942Q13283,0.751125
P31943Q13283,0.61071384
P31944Q13283,0.38420814
P31946Q13283,0.59739256
P31947Q13283,0.39943713
P31948Q13283,0.4462553
P31949Q13283,0.28849548
P31994Q13283,0.34232122
P31995Q13283,0.16550553
P31997Q13283,0.3345073
P32004Q13283,0.41684905
P32019Q13283,0.61914605
P32119Q13283,0.31357747
P32121Q13283,0.55431545
P32189Q13283,0.2886832
P32239Q13283,0.4042263
P32241Q13283,0.30807453
P32242Q13283,0.360072
P32243Q13283,0.5978331
P32246Q13283,0.3350858
P32249Q13283,0.3512329
P32297Q13283,0.1814441
P32298Q13283,0.3307981
P32314Q13283,0.3630169
P32320Q13283,0.4445712
P32321Q13283,0.38345808
P32322Q13283,0.46578082
P32455Q13283,0.2344865
P32456Q13283,0.43075323
P32519Q13283,0.40713096
P32754Q13283,0.53758836
P32780Q13283,0.4179334
P32856Q13283,0.20753762
P32881Q13283,0.083551586
P32926Q13283,0.4253808
P32929Q13283,0.29166517
P32942Q13283,0.18429168
P32969Q13283,0.63241446
P32970Q13283,0.32582673
P32971Q13283,0.16987692
P33121Q13283,0.018602323
P33151Q13283,0.48122114
P33176Q13283,0.3884794
P33240Q13283,0.6191534
P33241Q13283,0.28588203
P33260Q13283,0.022579916
P33261Q13283,0.01492939
P33316Q13283,0.5060663
P33402Q13283,0.052055508
P33527Q13283,0.4058922
P33552Q13283,0.396779
P33681Q13283,0.44086275
P33764Q13283,0.51657784
P33778Q13283,0.2580778
P33897Q13283,0.26121512
P33908Q13283,0.10031954
P33947Q13283,0.37833065
P33981Q13283,0.4544611
P33991Q13283,0.57938105
P33992Q13283,0.54603595
P33993Q13283,0.5063841
P34059Q13283,0.31983012
P34096Q13283,0.225528
P34130Q13283,0.1673998
P34741Q13283,0.54351103
P34810Q13283,0.23283479
P34820Q13283,0.24133906
P34896Q13283,0.38782188
P34897Q13283,0.45178255
P34903Q13283,0.061077934
P34910Q13283,0.11447978
P34913Q13283,0.109740235
P34925Q13283,0.22210094
P34931Q13283,0.40073317
P34932Q13283,0.45104975
P34949Q13283,0.5131997
P34972Q13283,0.33025163
P34981Q13283,0.28499153
P35030Q13283,0.37468466
P35052Q13283,0.3372049
P35070Q13283,0.37396592
P35080Q13283,0.4114949
P35125Q13283,0.47672454
P35212Q13283,0.06868885
P35218Q13283,0.09624089
P35219Q13283,0.3828339
P35221Q13283,0.5294775
P35222Q13283,0.67801154
P35225Q13283,0.32997674
P35226Q13283,0.5352281
P35227Q13283,0.6979578
P35228Q13283,0.28525296
P35232Q13283,0.291047
P35236Q13283,0.027712742
P35237Q13283,0.412759
P35240Q13283,0.60251194
P35241Q13283,0.5140951
P35243Q13283,0.29159898
P35244Q13283,0.5617132
P35247Q13283,0.30132037
P35249Q13283,0.6269914
P35250Q13283,0.6395411
P35251Q13283,0.67367053
P35268Q13283,0.651045
P35269Q13283,0.7259771
P35270Q13283,0.42271152
P35318Q13283,0.33743566
P35321Q13283,0.25537008
P35354Q13283,0.08780455
P35372Q13283,0.23748846
P35414Q13283,0.4790874
P35442Q13283,0.28338566
P35443Q13283,0.03470046
P35452Q13283,0.46383262
P35453Q13283,0.43363613
P35475Q13283,0.09400376
P35499Q13283,0.20487106
P35503Q13283,0.14047644
P35504Q13283,0.25270334
P35520Q13283,0.4400578
P35523Q13283,0.15530515
P35542Q13283,0.055645574
P35548Q13283,0.5793221
P35555Q13283,0.32041848
P35556Q13283,0.2620878
P35557Q13283,0.14463308
P35558Q13283,0.4177924
P35568Q13283,0.26814517
P35573Q13283,0.30680743
P35579Q13283,0.567793
P35580Q13283,0.5568138
P35590Q13283,0.24129477
P35606Q13283,0.49374813
P35609Q13283,0.31360045
P35610Q13283,0.19973621
P35611Q13283,0.56802815
P35612Q13283,0.52353495
P35613Q13283,0.57890517
P35625Q13283,0.16135314
P35626Q13283,0.17430642
P35637Q13283,0.7859522
P35638Q13283,0.52804595
P35658Q13283,0.6335763
P35659Q13283,0.6733366
P35670Q13283,0.08825599
P35680Q13283,0.49880028
P35711Q13283,0.5602018
P35712Q13283,0.54847765
P35749Q13283,0.43841234
P35754Q13283,0.14684272
P35789Q13283,0.32972023
P35790Q13283,0.18126532
P35813Q13283,0.35447574
P35858Q13283,0.18279701
P35869Q13283,0.49613866
P35900Q13283,0.3088618
P35908Q13283,0.2929124
P35913Q13283,0.39224523
P35914Q13283,0.23069361
P35916Q13283,0.19920573
P35968Q13283,0.46283346
P35998Q13283,0.4477552
P36021Q13283,0.3157476
P36222Q13283,0.21740885
P36269Q13283,0.18664208
P36382Q13283,0.06574802
P36383Q13283,0.28392643
P36402Q13283,0.56779087
P36404Q13283,0.25487864
P36405Q13283,0.122700706
P36406Q13283,0.5094347
P36507Q13283,0.48328748
P36508Q13283,0.52043855
P36537Q13283,0.0945573
P36542Q13283,0.30872616
P36543Q13283,0.23484752
P36544Q13283,0.2329276
P36551Q13283,0.22523347
P36575Q13283,0.306904
P36578Q13283,0.6704895
P36639Q13283,0.13824107
P36776Q13283,0.33542442
P36871Q13283,0.23955388
P36873Q13283,0.59020966
P36894Q13283,0.39706093
P36896Q13283,0.37560448
P36897Q13283,0.34914595
P36915Q13283,0.55372447
P36941Q13283,0.4960978
P36952Q13283,0.5839488
P36954Q13283,0.5495602
P36955Q13283,0.37615326
P36956Q13283,0.09089239
P36957Q13283,0.15361717
P36959Q13283,0.028384814
P36969Q13283,0.36278588
P37023Q13283,0.11075716
P37058Q13283,0.15572286
P37059Q13283,0.074203745
P37108Q13283,0.6935673
P37173Q13283,0.37585324
P37198Q13283,0.619925
P37231Q13283,0.33077437
P37235Q13283,0.31042248
P37268Q13283,0.23120467
P37275Q13283,0.6632651
P37287Q13283,0.12565595
P37802Q13283,0.51765317
P37837Q13283,0.3777179
P37840Q13283,0.5950911
P38117Q13283,0.3907221
P38159Q13283,0.7316326
P38398Q13283,0.62524736
P38405Q13283,0.22857603
P38432Q13283,0.6900189
P38435Q13283,0.25315747
P38484Q13283,0.17286912
P38571Q13283,0.03339492
P38606Q13283,0.32574394
P38646Q13283,0.49481732
P38919Q13283,0.36520547
P38935Q13283,0.68114567
P38936Q13283,0.36302015
P39019Q13283,0.60432893
P39023Q13283,0.7092618
P39060Q13283,0.20920725
P39656Q13283,0.42617193
P39687Q13283,0.44916987
P39748Q13283,0.6035641
P39877Q13283,0.13990715
P39880Q13283,0.5949641
P39905Q13283,0.2579286
P40121Q13283,0.49510998
P40123Q13283,0.0735616
P40126Q13283,0.037958205
P40145Q13283,0.18657441
P40189Q13283,0.30704874
P40197Q13283,0.21001491
P40198Q13283,0.14927727
P40199Q13283,0.6474992
P40200Q13283,0.29196244
P40222Q13283,0.67100304
P40227Q13283,0.287393
P40238Q13283,0.27931082
P40259Q13283,0.055857874
P40261Q13283,0.42445284
P40305Q13283,0.026996603
P40306Q13283,0.30299038
P40313Q13283,0.32041085
P40337Q13283,0.20059113
P40394Q13283,0.44051996
P40424Q13283,0.45542493
P40425Q13283,0.26111543
P40426Q13283,0.26070836
P40429Q13283,0.6462487
P40616Q13283,0.40993348
P40617Q13283,0.40089697
P40692Q13283,0.5914958
P40763Q13283,0.52871287
P40818Q13283,0.38359746
P40855Q13283,0.32464257
P40925Q13283,0.23941007
P40926Q13283,0.38761377
P40933Q13283,0.06545329
P40937Q13283,0.41755563
P40938Q13283,0.43948373
P40939Q13283,0.33551505
P40967Q13283,0.21120048
P41002Q13283,0.292895
P41091Q13283,0.5703131
P41134Q13283,0.41879377
P41143Q13283,0.18420433
P41145Q13283,0.11020853
P41146Q13283,0.33641905
P41159Q13283,0.047558986
P41161Q13283,0.35452825
P41162Q13283,0.20229833
P41181Q13283,0.17374511
P41182Q13283,0.43745518
P41208Q13283,0.4799067
P41212Q13283,0.4544413
P41214Q13283,0.5002842
P41218Q13283,0.5975794
P41219Q13283,0.5874709
P41220Q13283,0.25505495
P41221Q13283,0.09811796
P41222Q13283,0.31209844
P41223Q13283,0.5655569
P41225Q13283,0.5375217
P41226Q13283,0.29213396
P41227Q13283,0.54519886
P41229Q13283,0.5547776
P41235Q13283,0.45307422
P41236Q13283,0.4558764
P41238Q13283,0.46661717
P41240Q13283,0.41531286
P41247Q13283,0.3161598
P41250Q13283,0.45503712
P41252Q13283,0.44131765
P41271Q13283,0.39513984
P41273Q13283,0.14739199
P41439Q13283,0.35920534
P41440Q13283,0.24697249
P41567Q13283,0.68804216
P41586Q13283,0.03543291
P41587Q13283,0.20057933
P41597Q13283,0.1830823
P41732Q13283,0.08187893
P41743Q13283,0.4361496
P41970Q13283,0.45082903
P42025Q13283,0.25465167
P42126Q13283,0.12855059
P42127Q13283,0.25379786
P42166Q13283,0.64435804
P42167Q13283,0.46805698
P42224Q13283,0.37433782
P42226Q13283,0.42885146
P42229Q13283,0.40818256
P42261Q13283,0.07188262
P42262Q13283,0.4582668
P42263Q13283,0.25119945
P42285Q13283,0.6557776
P42330Q13283,0.3729656
P42331Q13283,0.24004722
P42336Q13283,0.3987218
P42338Q13283,0.3838809
P42345Q13283,0.4983178
P42356Q13283,0.62285054
P42357Q13283,0.49838772
P42566Q13283,0.6493993
P42568Q13283,0.561092
P42574Q13283,0.5859794
P42575Q13283,0.5155262
P42658Q13283,0.25592262
P42677Q13283,0.56398964
P42679Q13283,0.23054917
P42680Q13283,0.22343564
P42681Q13283,0.46602574
P42684Q13283,0.5502727
P42685Q13283,0.46272564
P42694Q13283,0.59733564
P42695Q13283,0.47704577
P42696Q13283,0.6946703
P42701Q13283,0.07268956
P42702Q13283,0.23768294
P42704Q13283,0.56667364
P42765Q13283,0.47736654
P42766Q13283,0.6062334
P42768Q13283,0.67147624
P42771Q13283,0.28870648
P42772Q13283,0.35630903
P42773Q13283,0.4733438
P42785Q13283,0.5129972
P42830Q13283,0.16706409
P42857Q13283,0.23645909
P42858Q13283,0.6325045
P42892Q13283,0.121655285
P42898Q13283,0.14897662
P43003Q13283,0.05464418
P43004Q13283,0.31234822
P43005Q13283,0.18643227
P43007Q13283,0.012136167
P43026Q13283,0.2797237
P43034Q13283,0.51171434
P43080Q13283,0.09953375
P43088Q13283,0.22703943
P43115Q13283,0.5103456
P43119Q13283,0.24338844
P43121Q13283,0.30703694
P43146Q13283,0.31372163
P43155Q13283,0.25850296
P43220Q13283,0.2062256
P43234Q13283,0.16827565
P43235Q13283,0.045448087
P43243Q13283,0.6842946
P43246Q13283,0.5120698
P43250Q13283,0.5784708
P43251Q13283,0.27030957
P43268Q13283,0.38804585
P43304Q13283,0.24852172
P43307Q13283,0.5362088
P43308Q13283,0.36202544
P43320Q13283,0.1686144
P43351Q13283,0.49762887
P43353Q13283,0.2175941
P43354Q13283,0.3057042
P43355Q13283,0.51683843
P43356Q13283,0.45967206
P43357Q13283,0.49555105
P43358Q13283,0.601029
P43360Q13283,0.33435798
P43361Q13283,0.41208297
P43362Q13283,0.47310606
P43363Q13283,0.6506485
P43364Q13283,0.33296522
P43365Q13283,0.5533207
P43378Q13283,0.3329491
P43405Q13283,0.34135526
P43487Q13283,0.54450023
P43490Q13283,0.52951044
P43626Q13283,0.39827293
P43627Q13283,0.15570086
P43628Q13283,0.22860906
P43629Q13283,0.22628054
P43630Q13283,0.4006638
P43631Q13283,0.24756932
P43652Q13283,0.023844773
P43657Q13283,0.31410062
P43681Q13283,0.20706394
P43686Q13283,0.31457835
P43897Q13283,0.3502447
P45378Q13283,0.4936409
P45379Q13283,0.34684113
P45381Q13283,0.27688435
P45452Q13283,0.36611518
P45844Q13283,0.16241226
P45877Q13283,0.4675836
P45880Q13283,0.39953342
P45954Q13283,0.24183106
P45973Q13283,0.5403883
P45974Q13283,0.664377
P45983Q13283,0.539169
P45984Q13283,0.5237853
P45985Q13283,0.5160097
P46013Q13283,0.65723264
P46019Q13283,0.44223237
P46020Q13283,0.43091768
P46059Q13283,0.31756023
P46060Q13283,0.695391
P46063Q13283,0.5860038
P46087Q13283,0.73024046
P46089Q13283,0.20994075
P46092Q13283,0.11285932
P46094Q13283,0.1648201
P46098Q13283,0.25041175
P46100Q13283,0.64087987
P46108Q13283,0.56772834
P46109Q13283,0.64744914
P46199Q13283,0.26425716
P46379Q13283,0.5732982
P46439Q13283,0.5375302
P46459Q13283,0.32905084
P46527Q13283,0.40598783
P46531Q13283,0.2981824
P46695Q13283,0.20584352
P46734Q13283,0.41925102
P46736Q13283,0.46721774
P46776Q13283,0.5621071
P46777Q13283,0.62705266
P46778Q13283,0.573219
P46779Q13283,0.6098127
P46781Q13283,0.6456486
P46782Q13283,0.59866536
P46783Q13283,0.6370151
P46821Q13283,0.23599783
P46926Q13283,0.3000958
P46934Q13283,0.4063429
P46937Q13283,0.64813966
P46939Q13283,0.45127764
P46940Q13283,0.5198838
P46952Q13283,0.11739938
P46976Q13283,0.11372057
P46977Q13283,0.50153214
P47211Q13283,0.17321387
P47224Q13283,0.37546048
P47710Q13283,0.429111
P47712Q13283,0.6004456
P47736Q13283,0.5617025
P47755Q13283,0.48867446
P47756Q13283,0.34654072
P47775Q13283,0.3020811
P47813Q13283,0.5843566
P47870Q13283,0.03016517
P47871Q13283,0.20544228
P47874Q13283,0.45517316
P47895Q13283,0.28916365
P47897Q13283,0.56299573
P47900Q13283,0.18139952
P47901Q13283,0.3259116
P47902Q13283,0.63334805
P47914Q13283,0.56167465
P47928Q13283,0.30393654
P47929Q13283,0.3668648
P47972Q13283,0.1846027
P47974Q13283,0.4493896
P47985Q13283,0.23671763
P47989Q13283,0.3807171
P47992Q13283,0.094708085
P48023Q13283,0.36029175
P48029Q13283,0.31484944
P48039Q13283,0.33704394
P48047Q13283,0.33373505
P48051Q13283,0.36160216
P48052Q13283,0.45497388
P48058Q13283,0.035968266
P48059Q13283,0.32248417
P48060Q13283,0.053527355
P48065Q13283,0.059146356
P48067Q13283,0.12006123
P48146Q13283,0.3172529
P48147Q13283,0.42868033
P48163Q13283,0.29383788
P48165Q13283,0.20820841
P48167Q13283,0.037682652
P48200Q13283,0.34812537
P48201Q13283,0.124609314
P48230Q13283,0.15198843
P48304Q13283,0.011363453
P48307Q13283,0.43507987
P48357Q13283,0.054711767
P48378Q13283,0.29698542
P48380Q13283,0.2756359
P48382Q13283,0.64572394
P48426Q13283,0.7233553
P48431Q13283,0.62565064
P48443Q13283,0.34960935
P48444Q13283,0.54163116
P48448Q13283,0.102976464
P48449Q13283,0.26525596
P48454Q13283,0.45037436
P48506Q13283,0.53123033
P48507Q13283,0.30310917
P48509Q13283,0.024255931
P48539Q13283,0.3292693
P48544Q13283,0.47138396
P48547Q13283,0.0707153
P48549Q13283,0.13322301
P48551Q13283,0.38469443
P48552Q13283,0.33710098
P48553Q13283,0.43179336
P48556Q13283,0.28860918
P48594Q13283,0.47257727
P48634Q13283,0.6379582
P48637Q13283,0.3167745
P48643Q13283,0.3968036
P48645Q13283,0.26708397
P48651Q13283,0.3584385
P48668Q13283,0.17167811
P48681Q13283,0.4624509
P48723Q13283,0.43222618
P48728Q13283,0.11809921
P48729Q13283,0.45674175
P48730Q13283,0.5215245
P48735Q13283,0.19571535
P48739Q13283,0.36305144
P48741Q13283,0.19819312
P48742Q13283,0.60807073
P48745Q13283,0.3956093
P48775Q13283,0.41811323
P48788Q13283,0.4986264
P48960Q13283,0.20991564
P49005Q13283,0.49880147
P49006Q13283,0.49134597
P49023Q13283,0.42779627
P49069Q13283,0.37417275
P49116Q13283,0.5306446
P49137Q13283,0.40097982
P49146Q13283,0.3816965
P49184Q13283,0.35391623
P49189Q13283,0.09192447
P49190Q13283,0.52826804
P49207Q13283,0.52395856
P49221Q13283,0.35862792
P49238Q13283,0.16005854
P49247Q13283,0.4854659
P49257Q13283,0.42788005
P49281Q13283,0.07292949
P49321Q13283,0.6737919
P49326Q13283,0.2802438
P49327Q13283,0.3698131
P49336Q13283,0.64962995
P49354Q13283,0.51037437
P49356Q13283,0.5386828
P49366Q13283,0.46572733
P49368Q13283,0.41303077
P49406Q13283,0.51682246
P49407Q13283,0.48757204
P49411Q13283,0.24946396
P49418Q13283,0.53613716
P49419Q13283,0.3281961
P49427Q13283,0.24810508
P49441Q13283,0.14567496
P49447Q13283,0.25883338
P49448Q13283,0.42274708
P49450Q13283,0.7019369
P49454Q13283,0.61673576
P49458Q13283,0.52257097
P49459Q13283,0.5281776
P49585Q13283,0.5517571
P49588Q13283,0.35263473
P49589Q13283,0.6028091
P49590Q13283,0.28799513
P49591Q13283,0.50001895
P49593Q13283,0.09850082
P49619Q13283,0.5738232
P49638Q13283,0.34903458
P49639Q13283,0.29039335
P49641Q13283,0.032557763
P49642Q13283,0.5111468
P49643Q13283,0.5546562
P49662Q13283,0.2976914
P49674Q13283,0.52558434
P49675Q13283,0.37656635
P49682Q13283,0.17931941
P49703Q13283,0.23588225
P49711Q13283,0.71617067
P49715Q13283,0.46269092
P49720Q13283,0.4220497
P49721Q13283,0.46096063
P49736Q13283,0.5444212
P49746Q13283,0.42207012
P49747Q13283,0.38801125
P49748Q13283,0.48103994
P49750Q13283,0.7274039
P49753Q13283,0.37869656
P49754Q13283,0.44875044
P49755Q13283,0.45176607
P49756Q13283,0.6146337
P49757Q13283,0.49397698
P49758Q13283,0.12998942
P49759Q13283,0.5711937
P49760Q13283,0.6213032
P49761Q13283,0.67694205
P49765Q13283,0.07424756
P49767Q13283,0.120905176
P49768Q13283,0.029070433
P49770Q13283,0.3632124
P49771Q13283,0.03667232
P49773Q13283,0.36783463
P49788Q13283,0.57297075
P49789Q13283,0.13702492
P49790Q13283,0.726843
P49792Q13283,0.697284
P49795Q13283,0.37391877
P49796Q13283,0.32528552
P49798Q13283,0.2874103
P49802Q13283,0.129229
P49810Q13283,0.30263776
P49815Q13283,0.4446662
P49821Q13283,0.42467475
P49840Q13283,0.40967196
P49841Q13283,0.49999705
P49842Q13283,0.5324832
P49848Q13283,0.65346736
P49862Q13283,0.4122685
P49863Q13283,0.23617809
P49888Q13283,0.14059639
P49901Q13283,0.2939156
P49902Q13283,0.27423078
P49903Q13283,0.4305152
P49910Q13283,0.29236382
P49914Q13283,0.20699935
P49915Q13283,0.46757323
P49916Q13283,0.6211002
P49917Q13283,0.46290112
P49918Q13283,0.35607907
P49959Q13283,0.6205013
P49961Q13283,0.48788667
P50053Q13283,0.23030753
P50135Q13283,0.3359369
P50148Q13283,0.2910305
P50150Q13283,0.16551933
P50151Q13283,0.19910547
P50213Q13283,0.3514666
P50219Q13283,0.43760452
P50221Q13283,0.34202313
P50222Q13283,0.23305193
P50225Q13283,0.33522993
P50226Q13283,0.5047506
P50238Q13283,0.49071378
P50281Q13283,0.114354275
P50336Q13283,0.11251289
P50395Q13283,0.3629442
P50402Q13283,0.5271987
P50416Q13283,0.17170197
P50440Q13283,0.3155323
P50443Q13283,0.089329176
P50452Q13283,0.60243845
P50453Q13283,0.28993794
P50454Q13283,0.5265661
P50458Q13283,0.42867318
P50461Q13283,0.2695096
P50479Q13283,0.3683214
P50502Q13283,0.5517177
P50539Q13283,0.36615366
P50542Q13283,0.508337
P50548Q13283,0.45602503
P50549Q13283,0.3247779
P50552Q13283,0.6528565
P50553Q13283,0.52770036
P50570Q13283,0.3511083
P50579Q13283,0.34129205
P50583Q13283,0.19807792
P50591Q13283,0.36451036
P50607Q13283,0.63316643
P50613Q13283,0.50616056
P50616Q13283,0.45639485
P50747Q13283,0.44303808
P50748Q13283,0.3699333
P50749Q13283,0.3588557
P50750Q13283,0.5843669
P50851Q13283,0.46214825
P50876Q13283,0.37519163
P50895Q13283,0.36715427
P50897Q13283,0.20867896
P50914Q13283,0.6338331
P50990Q13283,0.35655278
P50991Q13283,0.37048167
P50993Q13283,0.11072715
P50995Q13283,0.55752295
P51003Q13283,0.7341592
P51114Q13283,0.672928
P51116Q13283,0.7164094
P51124Q13283,0.21164656
P51148Q13283,0.46002293
P51149Q13283,0.4280365
P51151Q13283,0.5024949
P51153Q13283,0.13371913
P51157Q13283,0.2354472
P51159Q13283,0.2975956
P51161Q13283,0.19196427
P51164Q13283,0.077643976
P51170Q13283,0.17447987
P51172Q13283,0.14440265
P51178Q13283,0.69538337
P51397Q13283,0.42916054
P51398Q13283,0.5706723
P51449Q13283,0.17881998
P51451Q13283,0.62869924
P51452Q13283,0.10198846
P51460Q13283,0.013991756
P51504Q13283,0.29270962
P51508Q13283,0.07467495
P51511Q13283,0.0043180133
P51513Q13283,0.44688863
P51523Q13283,0.1190686
P51530Q13283,0.38050577
P51531Q13283,0.6718022
P51532Q13283,0.7226201
P51553Q13283,0.30785948
P51570Q13283,0.30746913
